depthft	density_gcc	s_v	hydrostatic_pres	porosity1	porosity2	eff_v_stress
4024	2.202	19.429	12.02	0.306	0.293	7.409
4025	2.231	19.436	12.023	0.306	0.276	7.413
4026	2.214	19.443	12.026	0.306	0.286	7.417
4027	2.207	19.449	12.029	0.306	0.29	7.42
4028	2.204	19.456	12.032	0.306	0.292	7.424
4029	2.208	19.462	12.035	0.306	0.289	7.428
4030	2.18	19.469	12.038	0.306	0.306	7.431
4031	2.175	19.475	12.041	0.306	0.309	7.435
4032	2.214	19.482	12.044	0.306	0.286	7.438
4033	2.198	19.489	12.047	0.306	0.295	7.442
4034	2.216	19.495	12.05	0.306	0.285	7.445
4035	2.204	19.502	12.053	0.306	0.292	7.449
4036	2.19	19.508	12.056	0.306	0.3	7.453
4037	2.186	19.515	12.059	0.306	0.302	7.456
4038	2.202	19.521	12.062	0.306	0.293	7.46
4039	2.212	19.528	12.065	0.306	0.287	7.463
4040	2.184	19.535	12.068	0.306	0.304	7.467
4041	2.17	19.541	12.071	0.306	0.312	7.47
4042	2.202	19.548	12.074	0.305	0.293	7.474
4043	2.204	19.554	12.077	0.305	0.292	7.478
4044	2.202	19.561	12.08	0.305	0.293	7.481
4045	2.196	19.567	12.083	0.305	0.296	7.485
4046	2.202	19.574	12.086	0.305	0.293	7.488
4047	2.198	19.58	12.089	0.305	0.295	7.492
4048	2.204	19.587	12.092	0.305	0.292	7.496
4049	2.204	19.594	12.095	0.305	0.292	7.499
4050	2.222	19.6	12.098	0.305	0.281	7.503
4051	2.224	19.607	12.1	0.305	0.28	7.506
4052	2.214	19.614	12.103	0.305	0.286	7.51
4053	2.21	19.62	12.106	0.305	0.288	7.514
4054	2.226	19.627	12.109	0.305	0.279	7.517
4055	2.194	19.633	12.112	0.305	0.298	7.521
4056	2.216	19.64	12.115	0.305	0.285	7.525
4057	2.212	19.647	12.118	0.305	0.287	7.528
4058	2.212	19.653	12.121	0.305	0.287	7.532
4059	2.204	19.66	12.124	0.305	0.292	7.535
4060	2.196	19.666	12.127	0.305	0.296	7.539
4061	2.198	19.673	12.13	0.305	0.295	7.543
4062	2.182	19.679	12.133	0.305	0.305	7.546
4063	2.214	19.686	12.136	0.305	0.286	7.55
4064	2.178	19.693	12.139	0.305	0.307	7.553
4065	2.178	19.699	12.142	0.305	0.307	7.557
4066	2.196	19.706	12.145	0.305	0.296	7.56
4067	2.188	19.712	12.148	0.305	0.301	7.564
4068	2.18	19.719	12.151	0.305	0.306	7.567
4069	2.18	19.725	12.154	0.305	0.306	7.571
4070	2.222	19.732	12.157	0.305	0.281	7.575
4071	2.204	19.738	12.16	0.304	0.292	7.578
4072	2.198	19.745	12.163	0.304	0.295	7.582
4073	2.22	19.752	12.166	0.304	0.282	7.585
4074	2.234	19.758	12.169	0.304	0.274	7.589
4075	2.232	19.765	12.172	0.304	0.275	7.593
4076	2.214	19.772	12.175	0.304	0.286	7.596
4077	2.22	19.778	12.178	0.304	0.282	7.6
4078	2.194	19.785	12.181	0.304	0.298	7.604
4079	2.212	19.791	12.184	0.304	0.287	7.607
4080	2.21	19.798	12.187	0.304	0.288	7.611
4081	2.23	19.805	12.19	0.304	0.276	7.614
4082	2.236	19.811	12.193	0.304	0.273	7.618
4083	2.202	19.818	12.196	0.304	0.293	7.622
4084	2.204	19.824	12.199	0.304	0.292	7.625
4085	2.22	19.831	12.202	0.304	0.282	7.629
4086	2.21	19.838	12.205	0.304	0.288	7.633
4087	2.228	19.844	12.208	0.304	0.278	7.636
4088	2.22	19.851	12.211	0.304	0.282	7.64
4089	2.212	19.858	12.214	0.304	0.287	7.644
4090	2.202	19.864	12.217	0.304	0.293	7.647
4091	2.214	19.871	12.22	0.304	0.286	7.651
4092	2.23	19.877	12.223	0.304	0.276	7.654
4093	2.204	19.884	12.226	0.304	0.292	7.658
4094	2.194	19.891	12.229	0.304	0.298	7.662
4095	2.2	19.897	12.232	0.304	0.294	7.665
4096	2.22	19.904	12.235	0.304	0.282	7.669
4097	2.224	19.91	12.238	0.304	0.28	7.672
4098	2.236	19.917	12.241	0.304	0.273	7.676
4099	2.222	19.924	12.244	0.304	0.281	7.68
4100	2.23	19.93	12.247	0.303	0.276	7.683
4101	2.186	19.937	12.25	0.303	0.302	7.687
4102	2.218	19.944	12.253	0.303	0.284	7.691
4103	2.21	19.95	12.256	0.303	0.288	7.694
4104	2.206	19.957	12.259	0.303	0.291	7.698
4105	2.206	19.963	12.262	0.303	0.291	7.701
4106	2.186	19.97	12.265	0.303	0.302	7.705
4107	2.184	19.976	12.268	0.303	0.304	7.709
4108	2.186	19.983	12.271	0.303	0.302	7.712
4109	2.178	19.989	12.274	0.303	0.307	7.716
4110	2.192	19.996	12.277	0.303	0.299	7.719
4111	2.196	20.002	12.28	0.303	0.296	7.723
4112	2.198	20.009	12.283	0.303	0.295	7.726
4113	2.218	20.016	12.286	0.303	0.284	7.73
4114	2.232	20.022	12.289	0.303	0.275	7.734
4115	2.228	20.029	12.292	0.303	0.278	7.737
4116	2.236	20.036	12.295	0.303	0.273	7.741
4117	2.258	20.042	12.298	0.303	0.26	7.745
4118	2.254	20.049	12.301	0.303	0.262	7.749
4119	2.238	20.056	12.304	0.303	0.272	7.752
4120	2.21	20.062	12.307	0.303	0.288	7.756
4121	2.23	20.069	12.31	0.303	0.276	7.76
4122	2.222	20.076	12.313	0.303	0.281	7.763
4123	2.208	20.082	12.316	0.303	0.289	7.767
4124	2.204	20.089	12.319	0.303	0.292	7.77
4125	2.23	20.096	12.322	0.303	0.276	7.774
4126	2.22	20.102	12.325	0.303	0.282	7.778
4127	2.228	20.109	12.328	0.303	0.278	7.781
4128	2.226	20.116	12.331	0.303	0.279	7.785
4129	2.212	20.122	12.333	0.302	0.287	7.789
4130	2.23	20.129	12.336	0.302	0.276	7.792
4131	2.224	20.135	12.339	0.302	0.28	7.796
4132	2.244	20.142	12.342	0.302	0.268	7.8
4133	2.25	20.149	12.345	0.302	0.265	7.803
4134	2.234	20.156	12.348	0.302	0.274	7.807
4135	2.2	20.162	12.351	0.302	0.294	7.811
4136	2.194	20.169	12.354	0.302	0.298	7.814
4137	2.204	20.175	12.357	0.302	0.292	7.818
4138	2.2	20.182	12.36	0.302	0.294	7.821
4139	2.248	20.189	12.363	0.302	0.266	7.825
4140	2.226	20.195	12.366	0.302	0.279	7.829
4141	2.204	20.202	12.369	0.302	0.292	7.832
4142	2.207	20.208	12.372	0.302	0.29	7.836
4143	2.198	20.215	12.375	0.302	0.295	7.84
4144	2.198	20.221	12.378	0.302	0.295	7.843
4145	2.207	20.228	12.381	0.302	0.29	7.847
4146	2.206	20.235	12.384	0.302	0.291	7.85
4147	2.198	20.241	12.387	0.302	0.295	7.854
4148	2.204	20.248	12.39	0.302	0.292	7.858
4149	2.206	20.254	12.393	0.302	0.291	7.861
4150	2.218	20.261	12.396	0.302	0.284	7.865
4151	2.23	20.268	12.399	0.302	0.276	7.868
4152	2.247	20.274	12.402	0.302	0.266	7.872
4153	2.228	20.281	12.405	0.302	0.278	7.876
4154	2.226	20.288	12.408	0.302	0.279	7.88
4155	2.244	20.294	12.411	0.302	0.268	7.883
4156	2.242	20.301	12.414	0.302	0.269	7.887
4157	2.208	20.308	12.417	0.302	0.289	7.891
4158	2.236	20.314	12.42	0.301	0.273	7.894
4159	2.25	20.321	12.423	0.301	0.265	7.898
4160	2.252	20.328	12.426	0.301	0.264	7.902
4161	2.226	20.334	12.429	0.301	0.279	7.905
4162	2.226	20.341	12.432	0.301	0.279	7.909
4163	2.218	20.348	12.435	0.301	0.284	7.913
4164	2.22	20.354	12.438	0.301	0.282	7.916
4165	2.222	20.361	12.441	0.301	0.281	7.92
4166	2.222	20.368	12.444	0.301	0.281	7.924
4167	2.204	20.374	12.447	0.301	0.292	7.927
4168	2.232	20.381	12.45	0.301	0.275	7.931
4169	2.218	20.388	12.453	0.301	0.284	7.935
4170	2.216	20.394	12.456	0.301	0.285	7.938
4171	2.224	20.401	12.459	0.301	0.28	7.942
4172	2.208	20.407	12.462	0.301	0.289	7.945
4173	2.2	20.414	12.465	0.301	0.294	7.949
4174	2.22	20.421	12.468	0.301	0.282	7.953
4175	2.204	20.427	12.471	0.301	0.292	7.956
4176	2.222	20.434	12.474	0.301	0.281	7.96
4177	2.204	20.44	12.477	0.301	0.292	7.964
4178	2.226	20.447	12.48	0.301	0.279	7.967
4179	2.234	20.454	12.483	0.301	0.274	7.971
4180	2.236	20.46	12.486	0.301	0.273	7.975
4181	2.208	20.467	12.489	0.301	0.289	7.978
4182	2.202	20.474	12.492	0.301	0.293	7.982
4183	2.21	20.48	12.495	0.301	0.288	7.985
4184	2.206	20.487	12.498	0.301	0.291	7.989
4185	2.23	20.493	12.501	0.301	0.276	7.993
4186	2.25	20.5	12.504	0.301	0.265	7.996
4187	2.254	20.507	12.507	0.3	0.262	8.0
4188	2.246	20.514	12.51	0.3	0.267	8.004
4189	2.246	20.52	12.513	0.3	0.267	8.008
4190	2.25	20.527	12.516	0.3	0.265	8.011
4191	2.262	20.534	12.519	0.3	0.258	8.015
4192	2.247	20.54	12.522	0.3	0.266	8.019
4193	2.236	20.547	12.525	0.3	0.273	8.022
4194	2.203	20.554	12.528	0.3	0.292	8.026
4195	2.214	20.56	12.531	0.3	0.286	8.03
4196	2.25	20.567	12.534	0.3	0.265	8.033
4197	2.25	20.574	12.537	0.3	0.265	8.037
4198	2.224	20.58	12.54	0.3	0.28	8.041
4199	2.256	20.587	12.543	0.3	0.261	8.045
4200	2.278	20.594	12.546	0.3	0.248	8.048
4201	2.27	20.601	12.549	0.3	0.253	8.052
4202	2.255	20.607	12.552	0.3	0.262	8.056
4203	2.232	20.614	12.555	0.3	0.275	8.06
4204	2.246	20.621	12.558	0.3	0.267	8.063
4205	2.242	20.628	12.561	0.3	0.269	8.067
4206	2.25	20.634	12.563	0.3	0.265	8.071
4207	2.279	20.641	12.566	0.3	0.248	8.075
4208	2.287	20.648	12.569	0.3	0.243	8.078
4209	2.294	20.655	12.572	0.3	0.239	8.082
4210	2.279	20.662	12.575	0.3	0.248	8.086
4211	2.246	20.668	12.578	0.3	0.267	8.09
4212	2.262	20.675	12.581	0.3	0.258	8.094
4213	2.234	20.682	12.584	0.3	0.274	8.097
4214	2.222	20.688	12.587	0.3	0.281	8.101
4215	2.22	20.695	12.59	0.3	0.282	8.105
4216	2.226	20.702	12.593	0.299	0.279	8.108
4217	2.234	20.708	12.596	0.299	0.274	8.112
4218	2.27	20.715	12.599	0.299	0.253	8.116
4219	2.258	20.722	12.602	0.299	0.26	8.12
4220	2.234	20.729	12.605	0.299	0.274	8.123
4221	2.25	20.735	12.608	0.299	0.265	8.127
4222	2.252	20.742	12.611	0.299	0.264	8.131
4223	2.23	20.749	12.614	0.299	0.276	8.134
4224	2.196	20.755	12.617	0.299	0.296	8.138
4225	2.188	20.762	12.62	0.299	0.301	8.141
4226	2.192	20.768	12.623	0.299	0.299	8.145
4227	2.204	20.775	12.626	0.299	0.292	8.149
4228	2.216	20.781	12.629	0.299	0.285	8.152
4229	2.207	20.788	12.632	0.299	0.29	8.156
4230	2.19	20.795	12.635	0.299	0.3	8.159
4231	2.214	20.801	12.638	0.299	0.286	8.163
4232	2.234	20.808	12.641	0.299	0.274	8.167
4233	2.258	20.815	12.644	0.299	0.26	8.17
4234	2.238	20.821	12.647	0.299	0.272	8.174
4235	2.22	20.828	12.65	0.299	0.282	8.178
4236	2.223	20.835	12.653	0.299	0.281	8.181
4237	2.196	20.841	12.656	0.299	0.296	8.185
4238	2.231	20.848	12.659	0.299	0.276	8.189
4239	2.236	20.854	12.662	0.299	0.273	8.192
4240	2.214	20.861	12.665	0.299	0.286	8.196
4241	2.22	20.868	12.668	0.299	0.282	8.2
4242	2.204	20.874	12.671	0.299	0.292	8.203
4243	2.21	20.881	12.674	0.299	0.288	8.207
4244	2.242	20.888	12.677	0.299	0.269	8.211
4245	2.23	20.894	12.68	0.298	0.276	8.214
4246	2.246	20.901	12.683	0.298	0.267	8.218
4247	2.242	20.908	12.686	0.298	0.269	8.222
4248	2.236	20.914	12.689	0.298	0.273	8.225
4249	2.234	20.921	12.692	0.298	0.274	8.229
4250	2.214	20.928	12.695	0.298	0.286	8.233
4251	2.211	20.934	12.698	0.298	0.288	8.236
4252	2.226	20.941	12.701	0.298	0.279	8.24
4253	2.21	20.948	12.704	0.298	0.288	8.244
4254	2.224	20.954	12.707	0.298	0.28	8.247
4255	2.227	20.961	12.71	0.298	0.278	8.251
4256	2.234	20.967	12.713	0.298	0.274	8.255
4257	2.252	20.974	12.716	0.298	0.264	8.258
4258	2.246	20.981	12.719	0.298	0.267	8.262
4259	2.223	20.988	12.722	0.298	0.281	8.266
4260	2.218	20.994	12.725	0.298	0.284	8.269
4261	2.236	21.001	12.728	0.298	0.273	8.273
4262	2.242	21.008	12.731	0.298	0.269	8.277
4263	2.218	21.014	12.734	0.298	0.284	8.28
4264	2.222	21.021	12.737	0.298	0.281	8.284
4265	2.19	21.027	12.74	0.298	0.3	8.288
4266	2.192	21.034	12.743	0.298	0.299	8.291
4267	2.207	21.04	12.746	0.298	0.29	8.295
4268	2.196	21.047	12.749	0.298	0.296	8.298
4269	2.21	21.054	12.752	0.298	0.288	8.302
4270	2.21	21.06	12.755	0.298	0.288	8.306
4271	2.21	21.067	12.758	0.298	0.288	8.309
4272	2.222	21.073	12.761	0.298	0.281	8.313
4273	2.234	21.08	12.764	0.298	0.274	8.317
4274	2.236	21.087	12.767	0.297	0.273	8.32
4275	2.23	21.094	12.77	0.297	0.276	8.324
4276	2.212	21.1	12.773	0.297	0.287	8.328
4277	2.23	21.107	12.776	0.297	0.276	8.331
4278	2.25	21.113	12.779	0.297	0.265	8.335
4279	2.224	21.12	12.782	0.297	0.28	8.339
4280	2.226	21.127	12.785	0.297	0.279	8.342
4281	2.204	21.133	12.788	0.297	0.292	8.346
4282	2.204	21.14	12.791	0.297	0.292	8.349
4283	2.246	21.147	12.793	0.297	0.267	8.353
4284	2.228	21.153	12.796	0.297	0.278	8.357
4285	2.224	21.16	12.799	0.297	0.28	8.36
4286	2.218	21.167	12.802	0.297	0.284	8.364
4287	2.214	21.173	12.805	0.297	0.286	8.368
4288	2.236	21.18	12.808	0.297	0.273	8.371
4289	2.238	21.187	12.811	0.297	0.272	8.375
4290	2.214	21.193	12.814	0.297	0.286	8.379
4291	2.212	21.2	12.817	0.297	0.287	8.382
4292	2.226	21.206	12.82	0.297	0.279	8.386
4293	2.215	21.213	12.823	0.297	0.285	8.39
4294	2.18	21.22	12.826	0.297	0.306	8.393
4295	2.194	21.226	12.829	0.297	0.298	8.397
4296	2.242	21.233	12.832	0.297	0.269	8.4
4297	2.262	21.24	12.835	0.297	0.258	8.404
4298	2.246	21.246	12.838	0.297	0.267	8.408
4299	2.252	21.253	12.841	0.297	0.264	8.412
4300	2.223	21.26	12.844	0.297	0.281	8.415
4301	2.238	21.266	12.847	0.297	0.272	8.419
4302	2.234	21.273	12.85	0.297	0.274	8.423
4303	2.254	21.28	12.853	0.297	0.262	8.427
4304	2.214	21.286	12.856	0.296	0.286	8.43
4305	2.21	21.293	12.859	0.296	0.288	8.434
4306	2.218	21.3	12.862	0.296	0.284	8.437
4307	2.22	21.306	12.865	0.296	0.282	8.441
4308	2.222	21.313	12.868	0.296	0.281	8.445
4309	2.234	21.32	12.871	0.296	0.274	8.448
4310	2.242	21.326	12.874	0.296	0.269	8.452
4311	2.242	21.333	12.877	0.296	0.269	8.456
4312	2.228	21.34	12.88	0.296	0.278	8.459
4313	2.218	21.346	12.883	0.296	0.284	8.463
4314	2.234	21.353	12.886	0.296	0.274	8.467
4315	2.188	21.359	12.889	0.296	0.301	8.47
4316	2.214	21.366	12.892	0.296	0.286	8.474
4317	2.222	21.373	12.895	0.296	0.281	8.478
4318	2.246	21.379	12.898	0.296	0.267	8.481
4319	2.26	21.386	12.901	0.296	0.259	8.485
4320	2.263	21.393	12.904	0.296	0.257	8.489
4321	2.258	21.4	12.907	0.296	0.26	8.493
4322	2.286	21.406	12.91	0.296	0.244	8.496
4323	2.246	21.413	12.913	0.296	0.267	8.5
4324	2.262	21.42	12.916	0.296	0.258	8.504
4325	2.264	21.427	12.919	0.296	0.256	8.508
4326	2.244	21.433	12.922	0.296	0.268	8.511
4327	2.234	21.44	12.925	0.296	0.274	8.515
4328	2.242	21.447	12.928	0.296	0.269	8.519
4329	2.242	21.453	12.931	0.296	0.269	8.523
4330	2.246	21.46	12.934	0.296	0.267	8.526
4331	2.246	21.467	12.937	0.296	0.267	8.53
4332	2.238	21.474	12.94	0.296	0.272	8.534
4333	2.24	21.48	12.943	0.295	0.271	8.537
4334	2.254	21.487	12.946	0.295	0.262	8.541
4335	2.228	21.494	12.949	0.295	0.278	8.545
4336	2.236	21.5	12.952	0.295	0.273	8.548
4337	2.263	21.507	12.955	0.295	0.257	8.552
4338	2.276	21.514	12.958	0.295	0.249	8.556
4339	2.3	21.521	12.961	0.295	0.235	8.56
4340	2.264	21.527	12.964	0.295	0.256	8.564
4341	2.254	21.534	12.967	0.295	0.262	8.567
4342	2.3	21.541	12.97	0.295	0.235	8.571
4343	2.314	21.548	12.973	0.295	0.227	8.575
4344	2.29	21.555	12.976	0.295	0.241	8.579
4345	2.294	21.562	12.979	0.295	0.239	8.583
4346	2.276	21.568	12.982	0.295	0.249	8.587
4347	2.23	21.575	12.985	0.295	0.276	8.59
4348	2.214	21.582	12.988	0.295	0.286	8.594
4349	2.198	21.588	12.991	0.295	0.295	8.598
4350	2.192	21.595	12.994	0.295	0.299	8.601
4351	2.206	21.601	12.997	0.295	0.291	8.605
4352	2.208	21.608	13.0	0.295	0.289	8.608
4353	2.23	21.615	13.003	0.295	0.276	8.612
4354	2.23	21.621	13.006	0.295	0.276	8.616
4355	2.23	21.628	13.009	0.295	0.276	8.619
4356	2.242	21.635	13.012	0.295	0.269	8.623
4357	2.298	21.642	13.015	0.295	0.236	8.627
4358	2.278	21.648	13.018	0.295	0.248	8.631
4359	2.276	21.655	13.021	0.295	0.249	8.635
4360	2.278	21.662	13.023	0.295	0.248	8.639
4361	2.279	21.669	13.026	0.295	0.248	8.642
4362	2.254	21.676	13.029	0.294	0.262	8.646
4363	2.276	21.682	13.032	0.294	0.249	8.65
4364	2.252	21.689	13.035	0.294	0.264	8.654
4365	2.247	21.696	13.038	0.294	0.266	8.657
4366	2.25	21.703	13.041	0.294	0.265	8.661
4367	2.267	21.709	13.044	0.294	0.255	8.665
4368	2.262	21.716	13.047	0.294	0.258	8.669
4369	2.26	21.723	13.05	0.294	0.259	8.672
4370	2.268	21.73	13.053	0.294	0.254	8.676
4371	2.27	21.736	13.056	0.294	0.253	8.68
4372	2.248	21.743	13.059	0.294	0.266	8.684
4373	2.242	21.75	13.062	0.294	0.269	8.687
4374	2.228	21.756	13.065	0.294	0.278	8.691
4375	2.25	21.763	13.068	0.294	0.265	8.695
4376	2.271	21.77	13.071	0.294	0.252	8.699
4377	2.26	21.777	13.074	0.294	0.259	8.702
4378	2.266	21.783	13.077	0.294	0.255	8.706
4379	2.284	21.79	13.08	0.294	0.245	8.71
4380	2.278	21.797	13.083	0.294	0.248	8.714
4381	2.266	21.804	13.086	0.294	0.255	8.718
4382	2.27	21.811	13.089	0.294	0.253	8.721
4383	2.242	21.817	13.092	0.294	0.269	8.725
4384	2.218	21.824	13.095	0.294	0.284	8.729
4385	2.222	21.831	13.098	0.294	0.281	8.732
4386	2.246	21.837	13.101	0.294	0.267	8.736
4387	2.268	21.844	13.104	0.294	0.254	8.74
4388	2.252	21.851	13.107	0.294	0.264	8.744
4389	2.244	21.857	13.11	0.294	0.268	8.747
4390	2.258	21.864	13.113	0.294	0.26	8.751
4391	2.226	21.871	13.116	0.293	0.279	8.755
4392	2.202	21.877	13.119	0.293	0.293	8.758
4393	2.228	21.884	13.122	0.293	0.278	8.762
4394	2.264	21.891	13.125	0.293	0.256	8.766
4395	2.258	21.898	13.128	0.293	0.26	8.77
4396	2.246	21.904	13.131	0.293	0.267	8.773
4397	2.258	21.911	13.134	0.293	0.26	8.777
4398	2.236	21.918	13.137	0.293	0.273	8.781
4399	2.27	21.925	13.14	0.293	0.253	8.785
4400	2.262	21.931	13.143	0.293	0.258	8.788
4401	2.256	21.938	13.146	0.293	0.261	8.792
4402	2.282	21.945	13.149	0.293	0.246	8.796
4403	2.27	21.952	13.152	0.293	0.253	8.8
4404	2.264	21.958	13.155	0.293	0.256	8.803
4405	2.254	21.965	13.158	0.293	0.262	8.807
4406	2.294	21.972	13.161	0.293	0.239	8.811
4407	2.26	21.979	13.164	0.293	0.259	8.815
4408	2.27	21.986	13.167	0.293	0.253	8.819
4409	2.242	21.992	13.17	0.293	0.269	8.822
4410	2.266	21.999	13.173	0.293	0.255	8.826
4411	2.262	22.006	13.176	0.293	0.258	8.83
4412	2.278	22.013	13.179	0.293	0.248	8.834
4413	2.264	22.019	13.182	0.293	0.256	8.837
4414	2.244	22.026	13.185	0.293	0.268	8.841
4415	2.231	22.033	13.188	0.293	0.276	8.845
4416	2.23	22.039	13.191	0.293	0.276	8.849
4417	2.246	22.046	13.194	0.293	0.267	8.852
4418	2.248	22.053	13.197	0.293	0.266	8.856
4419	2.26	22.06	13.2	0.293	0.259	8.86
4420	2.25	22.066	13.203	0.292	0.265	8.864
4421	2.24	22.073	13.206	0.292	0.271	8.867
4422	2.25	22.08	13.209	0.292	0.265	8.871
4423	2.268	22.086	13.212	0.292	0.254	8.875
4424	2.25	22.093	13.215	0.292	0.265	8.878
4425	2.282	22.1	13.218	0.292	0.246	8.882
4426	2.27	22.107	13.221	0.292	0.253	8.886
4427	2.268	22.114	13.224	0.292	0.254	8.89
4428	2.271	22.12	13.227	0.292	0.252	8.894
4429	2.26	22.127	13.23	0.292	0.259	8.897
4430	2.26	22.134	13.233	0.292	0.259	8.901
4431	2.256	22.141	13.236	0.292	0.261	8.905
4432	2.252	22.147	13.239	0.292	0.264	8.909
4433	2.25	22.154	13.242	0.292	0.265	8.912
4434	2.244	22.161	13.245	0.292	0.268	8.916
4435	2.242	22.167	13.248	0.292	0.269	8.92
4436	2.222	22.174	13.251	0.292	0.281	8.924
4437	2.228	22.181	13.253	0.292	0.278	8.927
4438	2.246	22.187	13.256	0.292	0.267	8.931
4439	2.286	22.194	13.259	0.292	0.244	8.935
4440	2.284	22.201	13.262	0.292	0.245	8.939
4441	2.246	22.208	13.265	0.292	0.267	8.942
4442	2.247	22.214	13.268	0.292	0.266	8.946
4443	2.278	22.221	13.271	0.292	0.248	8.95
4444	2.254	22.228	13.274	0.292	0.262	8.954
4445	2.238	22.235	13.277	0.292	0.272	8.957
4446	2.222	22.241	13.28	0.292	0.281	8.961
4447	2.222	22.248	13.283	0.292	0.281	8.965
4448	2.223	22.255	13.286	0.292	0.281	8.968
4449	2.247	22.261	13.289	0.291	0.266	8.972
4450	2.266	22.268	13.292	0.291	0.255	8.976
4451	2.256	22.275	13.295	0.291	0.261	8.979
4452	2.258	22.282	13.298	0.291	0.26	8.983
4453	2.308	22.288	13.301	0.291	0.231	8.987
4454	2.3	22.295	13.304	0.291	0.235	8.991
4455	2.31	22.302	13.307	0.291	0.229	8.995
4456	2.266	22.309	13.31	0.291	0.255	8.999
4457	2.268	22.316	13.313	0.291	0.254	9.003
4458	2.268	22.323	13.316	0.291	0.254	9.006
4459	2.266	22.329	13.319	0.291	0.255	9.01
4460	2.278	22.336	13.322	0.291	0.248	9.014
4461	2.306	22.343	13.325	0.291	0.232	9.018
4462	2.3	22.35	13.328	0.291	0.235	9.022
4463	2.262	22.357	13.331	0.291	0.258	9.025
4464	2.27	22.363	13.334	0.291	0.253	9.029
4465	2.29	22.37	13.337	0.291	0.241	9.033
4466	2.276	22.377	13.34	0.291	0.249	9.037
4467	2.25	22.384	13.343	0.291	0.265	9.041
4468	2.271	22.391	13.346	0.291	0.252	9.044
4469	2.258	22.397	13.349	0.291	0.26	9.048
4470	2.278	22.404	13.352	0.291	0.248	9.052
4471	2.258	22.411	13.355	0.291	0.26	9.056
4472	2.252	22.418	13.358	0.291	0.264	9.06
4473	2.242	22.424	13.361	0.291	0.269	9.063
4474	2.278	22.431	13.364	0.291	0.248	9.067
4475	2.302	22.438	13.367	0.291	0.234	9.071
4476	2.3	22.445	13.37	0.291	0.235	9.075
4477	2.312	22.452	13.373	0.291	0.228	9.079
4478	2.302	22.459	13.376	0.29	0.234	9.083
4479	2.268	22.465	13.379	0.29	0.254	9.086
4480	2.274	22.472	13.382	0.29	0.251	9.09
4481	2.262	22.479	13.385	0.29	0.258	9.094
4482	2.268	22.486	13.388	0.29	0.254	9.098
4483	2.258	22.492	13.391	0.29	0.26	9.102
4484	2.276	22.499	13.394	0.29	0.249	9.105
4485	2.282	22.506	13.397	0.29	0.246	9.109
4486	2.278	22.513	13.4	0.29	0.248	9.113
4487	2.29	22.52	13.403	0.29	0.241	9.117
4488	2.268	22.526	13.406	0.29	0.254	9.121
4489	2.25	22.533	13.409	0.29	0.265	9.124
4490	2.23	22.54	13.412	0.29	0.276	9.128
4491	2.244	22.547	13.415	0.29	0.268	9.132
4492	2.23	22.553	13.418	0.29	0.276	9.135
4493	2.22	22.56	13.421	0.29	0.282	9.139
4494	2.218	22.566	13.424	0.29	0.284	9.143
4495	2.214	22.573	13.427	0.29	0.286	9.146
4496	2.222	22.58	13.43	0.29	0.281	9.15
4497	2.191	22.586	13.433	0.29	0.299	9.154
4498	2.178	22.593	13.436	0.29	0.307	9.157
4499	2.203	22.599	13.439	0.29	0.292	9.161
4500	2.23	22.606	13.442	0.29	0.276	9.164
4501	2.228	22.613	13.445	0.29	0.278	9.168
4502	2.182	22.619	13.448	0.29	0.305	9.172
4503	2.138	22.626	13.451	0.29	0.331	9.175
4504	2.092	22.632	13.454	0.29	0.358	9.178
4505	2.09	22.638	13.457	0.29	0.359	9.181
4506	2.102	22.644	13.46	0.29	0.352	9.185
4507	2.126	22.651	13.463	0.29	0.338	9.188
4508	2.094	22.657	13.466	0.289	0.356	9.191
4509	2.114	22.663	13.469	0.289	0.345	9.195
4510	2.128	22.67	13.472	0.289	0.336	9.198
4511	2.111	22.676	13.475	0.289	0.346	9.201
4512	2.15	22.682	13.478	0.289	0.324	9.205
4513	2.166	22.689	13.481	0.289	0.314	9.208
4514	2.166	22.695	13.483	0.289	0.314	9.212
4515	2.18	22.702	13.486	0.289	0.306	9.215
4516	2.178	22.708	13.489	0.289	0.307	9.219
4517	2.164	22.715	13.492	0.289	0.315	9.222
4518	2.158	22.721	13.495	0.289	0.319	9.226
4519	2.154	22.728	13.498	0.289	0.321	9.229
4520	2.188	22.734	13.501	0.289	0.301	9.233
4521	2.198	22.741	13.504	0.289	0.295	9.236
4522	2.17	22.747	13.507	0.289	0.312	9.24
4523	2.178	22.754	13.51	0.289	0.307	9.243
4524	2.162	22.76	13.513	0.289	0.316	9.247
4525	2.158	22.767	13.516	0.289	0.319	9.25
4526	2.15	22.773	13.519	0.289	0.324	9.254
4527	2.191	22.78	13.522	0.289	0.299	9.257
4528	2.172	22.786	13.525	0.289	0.311	9.261
4529	2.148	22.793	13.528	0.289	0.325	9.264
4530	2.148	22.799	13.531	0.289	0.325	9.268
4531	2.146	22.805	13.534	0.289	0.326	9.271
4532	2.174	22.812	13.537	0.289	0.309	9.275
4533	2.162	22.818	13.54	0.289	0.316	9.278
4534	2.21	22.825	13.543	0.289	0.288	9.282
4535	2.142	22.831	13.546	0.289	0.328	9.285
4536	2.159	22.838	13.549	0.289	0.318	9.289
4537	2.172	22.844	13.552	0.289	0.311	9.292
4538	2.178	22.851	13.555	0.289	0.307	9.296
4539	2.19	22.857	13.558	0.289	0.3	9.299
