12429	2.27301
12429.5	2.26301
12430	2.26799
12430.5	2.32892
12431	2.29005
12431.5	2.29999
12432	2.31898
12432.5	2.28704
12433	2.25504
12433.5	2.27098
12434	2.25502
12434.5	2.27298
12435	2.23705
12435.5	2.28593
12436	2.285
12436.5	2.27302
12437	2.29996
12437.5	2.303
12438	2.31798
12438.5	2.28504
12439	2.29599
12439.5	2.28801
12440	2.28001
12440.5	2.29198
12441	2.28002
12441.5	2.27301
12442	2.29797
12442.5	2.32696
12443	2.32522
12443.5	2.34897
12444	2.37197
12444.5	2.371
12445	2.36101
12445.5	2.37099
12446	2.35802
12446.5	2.34102
12447	2.343
12447.5	2.34699
12448	2.35
12448.5	2.34301
12449	2.35099
12449.5	2.35
12450	2.34401
12450.5	2.35598
12451	2.356
12451.5	2.36399
12452	2.37099
12452.5	2.39497
12453	2.37702
12453.5	2.35403
12454	2.34102
12454.5	2.35298
12455	2.36299
12455.5	2.35501
12456	2.34801
12456.5	2.35299
12457	2.35
12457.5	2.34101
12458	2.31004
12458.5	2.29502
12459	2.30798
12459.5	2.32697
12460	2.31801
12460.5	2.29603
12461	2.35392
12461.5	2.34701
12462	2.35199
12462.5	2.354
12463	2.31805
12463.5	2.30801
12464	2.33197
12464.5	2.34998
12465	2.36598
12465.5	2.38198
12466	2.38699
12466.5	2.3131
12467	2.32299
12467.5	2.33898
12468	2.337
12468.5	2.32502
12469	2.31501
12469.5	2.29503
12470	2.30199
12470.5	2.29601
12471	2.28302
12471.5	2.29598
12472	2.27103
12472.5	2.25802
12473	2.27098
12473.5	2.32892
12474	2.326
12474.5	2.33399
12475	2.34698
12475.5	2.32003
12476	2.30302
12476.5	2.31299
12477	2.32598
12477.5	2.34098
12478	2.36597
12478.5	2.38697
12479	2.38201
12479.5	2.36811
12480	2.37699
12480.5	2.38199
12481	2.39798
12481.5	2.39101
12482	2.37802
12482.5	2.36701
12483	2.38098
12483.5	2.40397
12484	2.406
12484.5	2.42697
12485	2.42001
12485.5	2.40802
12486	2.41
12486.5	2.41
12487	2.41399
12487.5	2.417
12488	2.416
12488.5	2.413
12489	2.40801
12489.5	2.404
12490	2.37604
12490.5	2.36601
12491	2.38098
12491.5	2.38799
12492	2.38201
12492.5	2.39498
12493	2.38501
12493.5	2.34905
12494	2.34301
12494.5	2.342
12495	2.36297
12495.5	2.38197
12496	2.381
12496.5	2.40597
12497	2.409
12497.5	2.38703
12498	2.39199
12498.5	2.395
12499	2.38801
12499.5	2.37801
12500	2.38
12500.5	2.38599
12501	2.37501
12501.5	2.37001
12502	2.34104
12502.5	2.29906
12503	2.3
12503.5	2.31598
12504	2.30002
12504.5	2.28802
12505	2.31596
12505.5	2.33498
12506	2.31702
12506.5	2.33298
12507	2.37894
12507.5	2.40097
12508	2.37703
12508.5	2.37301
12509	2.40496
12509.5	2.403
12510	2.41798
12510.5	2.43098
12511	2.42701
12511.5	2.42301
12512	2.41201
12512.5	2.39702
12513	2.41498
12513.5	2.42099
12514	2.40402
12514.5	2.39401
12515	2.40998
12515.5	2.41499
12516	2.41389
12516.5	2.40401
12517	2.41399
12517.5	2.38903
12518	2.37202
12518.5	2.37899
12519	2.38499
12519.5	2.388
12520	2.38201
12520.5	2.38999
12521	2.393
12521.5	2.39999
12522	2.41598
12522.5	2.40701
12523	2.43696
12523.5	2.46696
12524	2.49097
12524.5	2.46204
12525	2.44303
12525.5	2.42203
12526	2.40902
12526.5	2.40001
12527	2.39201
12527.5	2.40399
12528	2.41698
12528.5	2.42299
12529	2.44397
12529.5	2.43401
12530	2.42601
12530.5	2.43499
12531	2.42202
12531.5	2.42
12532	2.417
12532.5	2.44197
12533	2.43401
12533.5	2.42202
12534	2.45296
12534.5	2.456
12535	2.455
12535.5	2.46898
12536	2.467
12536.5	2.45202
12537	2.46099
12537.5	2.39009
12538	2.37602
12538.5	2.40596
12539	2.41798
12539.5	2.40801
12540	2.41
12540.5	2.411
12541	2.37105
12541.5	2.34503
12542	2.36098
12542.5	2.4359
12543	2.439
12543.5	2.45298
12544	2.44601
12544.5	2.47197
12545	2.48099
12545.5	2.44405
12546	2.45399
12546.5	2.44501
12547	2.45399
12547.5	2.48096
12548	2.41309
12548.5	2.40102
12549	2.38502
12549.5	2.37601
12550	2.41095
12550.5	2.43397
12551	2.45098
12551.5	2.44201
12552	2.48195
12552.5	2.44605
12553	2.45399
12553.5	2.44501
12554	2.45898
12554.5	2.43503
12555	2.40803
12555.5	2.45094
12556	2.45
12556.5	2.453
12557	2.44301
12557.5	2.43301
12558	2.44199
12558.5	2.46397
12559	2.42605
12559.5	2.45197
12560	2.43103
12560.5	2.42401
12561	2.41901
12561.5	2.41101
12562	2.42798
12562.5	2.39504
12563	2.42296
12563.5	2.39604
12564	2.42596
12564.5	2.43099
12565	2.46895
12565.5	2.47699
12566	2.477
12566.5	2.46002
12567	2.43603
12567.5	2.46296
12568	2.42605
12568.5	2.44997
12569	2.453
12569.5	2.43003
12570	2.47294
12570.5	2.43006
12571	2.429
12571.5	2.44598
12572	2.47696
12572.5	2.42707
12573	2.47993
12573.5	2.43506
12574	2.46097
12574.5	2.43503
12575	2.42401
12575.5	2.47893
12576	2.44105
12576.5	2.45199
12577	2.43003
12577.5	2.431
12578	2.434
12578.5	2.436
12579	2.439
12579.5	2.44399
12580	2.45299
12580.5	2.43003
12581	2.42201
12581.5	2.43998
12582	2.46597
12582.5	2.36114
12583	2.40494
12583.5	2.43296
12584	2.36609
12584.5	2.21919
12585	2.37679
12585.5	2.53679
12586	2.42914
12586.5	2.41402
12587	2.42099
12587.5	2.42899
12588	2.433
12588.5	2.48693
12589	2.45504
12589.5	2.46099
12590	2.42405
12590.5	2.40403
12591	2.40899
12591.5	2.39802
12592	2.42297
12592.5	2.40602
12593	2.38603
12593.5	2.39199
12594	2.37902
12594.5	2.40297
12595	2.38802
12595.5	2.39499
12596	2.40698
12596.5	2.43297
12597	2.41902
12597.5	2.43698
12598	2.437
12598.5	2.44799
12599	2.45399
12599.5	2.44202
12600	2.44599
12600.5	2.47596
12601	2.42407
12601.5	2.39703
12602	2.41198
12602.5	2.42698
12603	2.44498
12603.5	2.49394
12604	2.55292
12604.5	2.57897
12605	2.54504
12605.5	2.65186
12606	2.71
12606.5	2.67312
12607	2.58212
12607.5	2.55803
12608	2.50207
12608.5	2.48702
12609	2.51596
12609.5	2.44617
12610	2.46597
12610.5	2.48597
12611	2.48201
12611.5	2.45504
12612	2.42304
12612.5	2.43299
12613	2.47794
12613.5	2.44105
12614	2.41304
12614.5	2.40401
12615	2.39401
12615.5	2.39799
12616	2.42397
12616.5	2.41801
12617	2.40901
12617.5	2.40001
12618	2.41598
12618.5	2.46094
12619	2.44702
12619.5	2.46697
12620	2.465
12620.5	2.46001
12621	2.47997
12621.5	2.52494
12622	2.71
12622.5	2.66209
12623	2.65401
12623.5	2.657
12624	2.51818
12624.5	2.51201
12625	2.48603
12625.5	2.44106
12626	2.439
12626.5	2.45897
12627	2.42305
12627.5	2.425
12628	2.44497
12628.5	2.44001
12629	2.45099
12629.5	2.45799
12630	2.43004
12630.5	2.53386
12631	2.59392
12631.5	2.53508
12632	2.43713
12632.5	2.41503
12633	2.39602
12633.5	2.42696
12634	2.426
12634.5	2.43299
12635	2.41402
12635.5	2.415
12636	2.40202
12636.5	2.406
12637	2.39402
12637.5	2.44493
12638	2.45399
12638.5	2.46798
12639	2.47799
12639.5	2.49298
12640	2.496
12640.5	2.47103
12641	2.473
12641.5	2.47
12642	2.46501
12642.5	2.46101
12643	2.50394
12643.5	2.48602
12644	2.48101
12644.5	2.484
12645	2.45604
12645.5	2.44202
12646	2.44888
12646.5	2.42803
12647	2.42101
12647.5	2.4949
12648	2.46204
12648.5	2.45701
12649	2.47797
12649.5	2.45303
12650	2.49195
12650.5	2.48501
12651	2.46403
12651.5	2.462
12652	2.46699
12652.5	2.49496
12653	2.492
12653.5	2.489
12654	2.49499
12654.5	2.48302
12655	2.49199
12655.5	2.47602
12656	2.48299
12656.5	2.46003
12657	2.44502
12657.5	2.43901
12658	2.47296
12658.5	2.47
12659	2.44803
12659.5	2.45699
12660	2.47597
12660.5	2.473
12661	2.49797
12661.5	2.46804
12662	2.45402
12662.5	2.47597
12663	2.43306
12663.5	2.45297
12664	2.43003
12664.5	2.51089
12665	2.46007
12665.5	2.42804
12666	2.42101
12666.5	2.43598
12667	2.47195
12667.5	2.44903
12668	2.47896
12668.5	2.44005
12669	2.45298
12669.5	2.41006
12670	2.45195
12670.5	2.452
12671	2.46099
12671.5	2.44302
12672	2.47496
12672.5	2.47101
12673	2.47799
12673.5	2.51295
12674	2.49103
12674.5	2.47202
12675	2.48099
12675.5	2.48999
12676	2.50198
12676.5	2.48003
12677	2.46702
12677.5	2.47799
12678	2.43006
12678.5	2.47993
12679	2.53093
12679.5	2.49005
12680	2.487
12680.5	2.47601
12681	2.47001
12681.5	2.43904
12682	2.54786
12682.5	2.46016
12683	2.61979
12683.5	2.66
12684	2.62308
12684.5	2.47919
12685	2.50596
12685.5	2.46605
12686	2.48198
12686.5	2.47701
12687	2.48099
12687.5	2.45703
12688	2.44601
12688.5	2.47097
12689	2.45202
12689.5	2.45599
12690	2.46699
12690.5	2.47699
12691	2.477
12691.5	2.46701
12692	2.44803
12692.5	2.43002
12693	2.48792
12693.5	2.46803
12694	2.41807
12694.5	2.32213
12695	2.36095
12695.5	2.37099
12696	2.41594
12696.5	2.43797
12697	2.43401
12697.5	2.45198
12698	2.49295
12698.5	2.50598
12699	2.45107
12699.5	2.46997
12700	2.467
12700.5	2.45102
12701	2.47197
12701.5	2.43704
12702	2.45498
12702.5	2.46199
12703	2.465
12703.5	2.464
12704	2.44103
12704.5	2.47695
12705	2.44205
12705.5	2.45798
12706	2.46399
12706.5	2.461
12707	2.43603
12707.5	2.42501
12708	2.42999
12708.5	2.44498
12709	2.45599
12709.5	2.45101
12710	2.44001
12710.5	2.44899
12711	2.47297
12711.5	2.45902
12712	2.47997
12712.5	2.41608
12713	2.48691
12713.5	2.44705
12714	2.40905
12714.5	2.44695
12715	2.47596
12715.5	2.475
12716	2.45403
12716.5	2.43003
12717	2.44698
12717.5	2.46498
12718	2.49296
12718.5	2.50898
12719	2.45495
12719.5	2.43902
12720	2.39805
12720.5	2.42696
12721	2.41901
12721.5	2.42799
12722	2.45397
12722.5	2.44701
12723	2.43402
12723.5	2.44199
12724	2.45299
12724.5	2.44301
12725	2.45698
12725.5	2.46599
12726	2.44203
12726.5	2.45798
12727	2.46599
12727.5	2.46201
12728	2.465
12728.5	2.41007
12729	2.45394
12729.5	2.44301
12730	2.49693
12730.5	2.48502
12731	2.47102
12731.5	2.59284
12732	2.64693
12732.5	2.66
12733	2.5981
12733.5	2.56504
12734	2.44316
12734.5	2.36111
12735	2.40195
12735.5	2.42497
12736	2.48692
12736.5	2.48001
12737	2.48399
12737.5	2.44905
12738	2.44301
12738.5	2.40405
12739	2.39102
12739.5	2.44393
12740	2.46797
12740.5	2.469
12741	2.46001
12741.5	2.46
12742	2.458
12742.5	2.43004
12743	2.428
12743.5	2.45996
12744	2.46399
12744.5	2.46799
12745	2.44403
12745.5	2.45798
12746	2.47298
12746.5	2.472
12747	2.48099
12747.5	2.45903
12748	2.46599
12748.5	2.46001
12749	2.43204
12749.5	2.42601
12750	2.45197
12750.5	2.44501
12751	2.42802
12751.5	2.49591
12752	2.55692
12752.5	2.54002
12753	2.47009
12753.5	2.46301
12754	2.47299
12754.5	2.471
12755	2.44703
12755.5	2.44719
12756	2.46797
12756.5	2.49397
12757	2.495
12757.5	2.46704
12758	2.45102
12758.5	2.49195
12759	2.44806
12759.5	2.35712
12760	2.36499
12760.5	2.43091
12761	2.48493
12761.5	2.49099
12762	2.489
12762.5	2.48401
12763	2.46203
12763.5	2.42405
12764	2.41301
12764.5	2.417
12765	2.41001
12765.5	2.41899
12766	2.417
12766.5	2.44696
12767	2.44001
12767.5	2.42602
12768	2.429
12768.5	2.41801
12769	2.36307
12769.5	2.39196
12770	2.40199
12770.5	2.39601
12771	2.41298
12771.5	2.41799
12772	2.43897
12772.5	2.45897
12773	2.46599
12773.5	2.469
12774	2.45602
12774.5	2.44302
12775	2.44799
12775.5	2.45799
12776	2.459
12776.5	2.44702
12777	2.45
12777.5	2.45599
12778	2.458
12778.5	2.455
12779	2.455
12779.5	2.45899
12780	2.459
12780.5	2.45301
12781	2.45
12781.5	2.449
12782	2.449
12782.5	2.446
12783	2.42802
12783.5	2.42301
12784	2.43998
12784.5	2.441
12785	2.42003
12785.5	2.39703
12786	2.398
12786.5	2.40899
12787	2.411
12787.5	2.42698
12788	2.43299
12788.5	2.41802
12789	2.414
12789.5	2.40102
12790	2.38203
12790.5	2.39099
12791	2.391
12791.5	2.393
12792	2.39715
12792.5	2.41198
12793	2.42898
12793.5	2.431
12794	2.41702
12794.5	2.417
12795	2.42998
12795.5	2.43499
12796	2.42202
12796.5	2.41701
12797	2.40402
12797.5	2.42198
12798	2.44297
12798.5	2.41703
12799	2.40302
12799.5	2.41898
12800	2.41401
12800.5	2.40801
12801	2.41399
12801.5	2.43697
12802	2.44699
12802.5	2.43901
12803	2.43301
12803.5	2.42601
12804	2.42999
12804.5	2.45896
12805	2.46899
12805.5	2.46401
12806	2.47299
12806.5	2.47799
12807	2.45004
12807.5	2.43402
12808	2.436
12808.5	2.42601
12809	2.423
12809.5	2.42
12810	2.418
12810.5	2.44297
12811	2.44
12811.5	2.44
12812	2.42802
12812.5	2.41602
12813	2.43997
12813.5	2.436
12814	2.43001
12814.5	2.40903
12815	2.42897
12815.5	2.43799
12816	2.43201
12816.5	2.40104
12817	2.39301
12817.5	2.40598
12818	2.42997
12818.5	2.43
12819	2.426
12819.5	2.44398
12820	2.47196
12820.5	2.47799
12821	2.44105
12821.5	2.39306
12822	2.38501
12822.5	2.39099
12823	2.41497
12823.5	2.42199
12824	2.41301
12824.5	2.41899
12825	2.44297
12825.5	2.45099
12826	2.454
12826.5	2.44501
12827	2.42403
12827.5	2.426
12828	2.44498
12828.5	2.4358
12829	2.41802
12829.5	2.43797
12830	2.45997
12830.5	2.44602
12831	2.448
12831.5	2.43801
12832	2.42602
12832.5	2.41801
12833	2.42299
12833.5	2.45496
12834	2.456
12834.5	2.43503
12835	2.43999
12835.5	2.41403
12836	2.43997
12836.5	2.45198
12837	2.44501
12837.5	2.449
12838	2.45599
12838.5	2.46599
12839	2.49097
12839.5	2.44206
12840	2.442
12840.5	2.46397
12841	2.45501
12841.5	2.44601
12842	2.46398
12842.5	2.462
12843	2.44702
12843.5	2.43202
12844	2.39605
12844.5	2.44593
12845	2.47596
12845.5	2.45103
12846	2.46398
12846.5	2.47499
12847	2.475
12847.5	2.47001
12848	2.49696
12848.5	2.47703
12849	2.48199
12849.5	2.46902
12850	2.472
12850.5	2.46301
12851	2.45801
12851.5	2.45101
12852	2.44601
12852.5	2.47197
12853	2.46701
12853.5	2.467
12854	2.49397
12854.5	2.45605
12855	2.46099
12855.5	2.48397
12856	2.48
12856.5	2.477
12857	2.475
12857.5	2.45802
12858	2.46998
12858.5	2.46401
12859	2.461
12859.5	2.48297
12860	2.46702
12860.5	2.471
12861	2.472
12861.5	2.471
12862	2.47799
12862.5	2.45403
12863	2.454
12863.5	2.50793
12864	2.49302
12864.5	2.47003
12865	2.48598
12865.5	2.48101
12866	2.46003
12866.5	2.47698
12867	2.44105
12867.5	2.44499
12868	2.45898
12868.5	2.43903
12869	2.44599
12869.5	2.448
12870	2.40605
12870.5	2.41599
12871	2.416
12871.5	2.43298
12872	2.42002
12872.5	2.41601
12873	2.47892
12873.5	2.44205
12874	2.46098
12874.5	2.44902
12875	2.451
12875.5	2.454
12876	2.43702
12876.5	2.434
12877	2.431
12877.5	2.41802
12878	2.41101
12878.5	2.42698
12879	2.43399
12879.5	2.39605
12880	2.4
12880.5	2.41198
12881	2.44396
12881.5	2.46298
12882	2.43304
12882.5	2.434
12883	2.432
12883.5	2.42101
12884	2.42
12884.5	2.42399
12885	2.41501
12885.5	2.39802
12886	2.42896
12886.5	2.41801
12887	2.41001
12887.5	2.43297
12888	2.44199
12888.5	2.48095
12889	2.46302
12889.5	2.44502
12890	2.47896
12890.5	2.46502
12891	2.47199
12891.5	2.52393
12892	2.51701
12892.5	2.53797
12893	2.51004
12893.5	2.52898
12894	2.52101
12894.5	2.44011
12895	2.442
12895.5	2.43102
12896	2.5099
12896.5	2.50001
12897	2.502
12897.5	2.52896
12898	2.48805
12898.5	2.45804
12899	2.47598
12899.5	2.46302
12900	2.44902
12900.5	2.46198
12901	2.47898
12901.5	2.45303
12902	2.50992
12902.5	2.52398
12903	2.50902
12903.5	2.508
12904	2.48004
12904.5	2.46802
12905	2.472
12905.5	2.46801
12906	2.466
12906.5	2.47399
12907	2.49198
12907.5	2.48002
12908	2.52195
12908.5	2.48605
12909	2.50997
12909.5	2.60587
12910	2.65693
12910.5	2.53915
12911	2.55098
12911.5	2.54001
12912	2.48108
12912.5	2.51096
12913	2.513
12913.5	2.516
12914	2.53198
12914.5	2.51702
12915	2.50601
12915.5	2.46106
12916	2.46799
12916.5	2.48298
12917	2.51096
12917.5	2.52298
12918	2.47606
12918.5	2.47201
12919	2.472
12919.5	2.48898
12920	2.489
12920.5	2.48201
12921	2.45703
12921.5	2.45101
12922	2.45492
12922.5	2.43702
12923	2.43001
12923.5	2.44498
12924	2.445
12924.5	2.46597
12925	2.48498
12925.5	2.484
12926	2.49998
12926.5	2.46205
12927	2.44902
12927.5	2.46298
12928	2.48497
12928.5	2.46802
12929	2.43704
12929.5	2.43201
12930	2.45397
12930.5	2.44901
12931	2.43602
12931.5	2.433
12932	2.44099
12932.5	2.47895
12933	2.47101
12933.5	2.47899
12934	2.49098
12934.5	2.48201
12935	2.45304
12935.5	2.46998
12936	2.49397
12936.5	2.49899
12937	2.48402
12937.5	2.47701
12938	2.45703
12938.5	2.50693
12939	2.49901
12939.5	2.50299
12940	2.51399
12940.5	2.51999
12941	2.48405
12941.5	2.50897
12942	2.51499
12942.5	2.50801
12943	2.49002
12943.5	2.51097
12944	2.50001
12944.5	2.497
12945	2.50299
12945.5	2.48402
12946	2.55491
12946.5	2.61592
12947	2.63897
12947.5	2.66
12948	2.66
12948.5	2.52819
12949	2.51602
12949.5	2.518
12950	2.50701
12950.5	2.49502
12951	2.492
12951.5	2.50199
12952	2.505
12952.5	2.502
12953	2.48402
12953.5	2.47202
12954	2.55988
12954.5	2.557
12955	2.49508
12955.5	2.49999
12956	2.52297
12956.5	2.49404
12957	2.47602
12957.5	2.47999
12958	2.48699
12958.5	2.49686
12959	2.47203
12959.5	2.46101
12960	2.47199
12960.5	2.48299
12961	2.48
12961.5	2.46402
12962	2.46999
12962.5	2.469
12963	2.46101
12963.5	2.47698
12964	2.475
12964.5	2.46202
12965	2.463
12965.5	2.47299
12966	2.49098
12966.5	2.49999
12967	2.47004
12967.5	2.45302
12968	2.46299
12968.5	2.46899
12969	2.47299
12969.5	2.49597
12970	2.52296
12970.5	2.519
12971	2.519
12971.5	2.50901
12972	2.49002
12972.5	2.48401
12973	2.48999
12973.5	2.48001
12974	2.50597
12974.5	2.54395
12975	2.547
12975.5	2.52004
12976	2.52499
12976.5	2.54697
12977	2.52603
12977.5	2.49005
12978	2.49699
12978.5	2.47303
12979	2.46701
12979.5	2.47699
12980	2.46302
12980.5	2.46999
12981	2.472
12981.5	2.45302
12982	2.451
12982.5	2.43802
12983	2.44599
12983.5	2.47296
12984	2.473
12984.5	2.45203
12985	2.44701
12985.5	2.446
12986	2.447
12986.5	2.45599
12987	2.47198
12987.5	2.46601
12988	2.44303
12988.5	2.444
12989	2.45898
12989.5	2.46699
12990	2.471
12990.5	2.48198
12991	2.50197
12991.5	2.63482
12992	2.66
12992.5	2.62212
12993	2.54111
12993.5	2.539
12994	2.51603
12994.5	2.49403
12995	2.49888
12995.5	2.48102
12996	2.47002
12996.5	2.46301
12997	2.47998
12997.5	2.49398
12998	2.48102
12998.5	2.481
12999	2.50397
12999.5	2.50001
13000	2.51698
13000.5	2.53398
13001	2.55597
13001.5	2.66
13002	2.66
13002.5	2.66
13003	2.53521
13003.5	2.48506
13004	2.47901
13004.5	2.478
13005	2.47001
13005.5	2.47499
13006	2.476
13006.5	2.50496
13007	2.53496
13007.5	2.52501
13008	2.51801
13008.5	2.50402
13009	2.51299
13009.5	2.52299
13010	2.51601
13010.5	2.49403
13011	2.48401
13011.5	2.47601
13012	2.45003
13012.5	2.45899
13013	2.46
13013.5	2.45201
13014	2.43902
13014.5	2.45598
13015	2.49495
13015.5	2.50299
13016	2.502
13016.5	2.49401
13017	2.496
13017.5	2.48402
13018	2.43407
13018.5	2.43
13019	2.45397
13019.5	2.47397
13020	2.49897
13020.5	2.502
13021	2.51598
13021.5	2.48105
13022	2.53992
13022.5	2.66
13023	2.66
13023.5	2.66
13024	2.56525
13024.5	2.46114
13025	2.44902
13025.5	2.44201
13026	2.47795
13026.5	2.46901
13027	2.465
13027.5	2.58185
13028	2.66
13028.5	2.66
13029	2.52328
13029.5	2.45209
13030	2.44201
13030.5	2.45898
13031	2.45301
13031.5	2.4232
13032	2.44297
13032.5	2.47695
13033	2.48299
13033.5	2.48
13034	2.47501
13034.5	2.473
13035	2.47899
13035.5	2.45903
13036	2.52691
13036.5	2.66
13037	2.65403
13037.5	2.60007
13038	2.56105
13038.5	2.59995
13039	2.5261
13039.5	2.48705
13040	2.488
13040.5	2.48101
13041	2.47501
13041.5	2.472
13042	2.45402
13042.5	2.455
13043	2.46698
13043.5	2.41607
13044	2.37805
13044.5	2.46588
13045	2.50295
13045.5	2.49102
13046	2.54093
13046.5	2.48707
13047	2.47901
13047.5	2.475
13048	2.49497
13048.5	2.52296
13049	2.48505
13049.5	2.48001
13050	2.44904
13050.5	2.446
13051	2.45299
13051.5	2.46498
13052	2.49196
13052.5	2.47802
13053	2.478
13053.5	2.47101
13054	2.472
13054.5	2.46501
13055	2.467
13055.5	2.48298
13056	2.47301
13056.5	2.475
13057	2.44404
13057.5	2.39806
13058	2.48588
13058.5	2.45205
13059	2.49694
13059.5	2.49201
13060	2.47902
13060.5	2.47201
13061	2.47
13061.5	2.49996
13062	2.46405
13062.5	2.52792
13063	2.66
13063.5	2.66
13064	2.66
13064.5	2.59843
13065	2.47516
13065.5	2.474
13066	2.473
13066.5	2.47899
13067	2.52294
13067.5	2.519
13068	2.50199
13068.5	2.499
13069	2.48402
13069.5	2.46203
13070	2.49296
13070.5	2.496
13071	2.47003
13071.5	2.49397
13072	2.494
13072.5	2.47502
13073	2.477
13073.5	2.54291
13074	2.66
13074.5	2.66
13075	2.5302
13075.5	2.53
13076	2.46009
13076.5	2.51692
13077	2.66
13077.5	2.66
13078	2.66
13078.5	2.66
13079	2.51333
13079.5	2.49103
13080	2.46104
13080.5	2.462
13081	2.44802
13081.5	2.38309
13082	2.37701
13082.5	2.46788
13083	2.48498
13083.5	2.49998
13084	2.48702
13084.5	2.48101
13085	2.49798
13085.5	2.48402
13086	2.44705
13086.5	2.445
13087	2.43901
13087.5	2.49093
13088	2.49899
13088.5	2.50899
13089	2.49801
13089.5	2.49201
13090	2.51197
13090.5	2.512
13091	2.48703
13091.5	2.49599
13092	2.55392
13092.5	2.59395
13093	2.56304
13093.5	2.54602
13094	2.48608
13094.5	2.47801
13095	2.46901
13095.5	2.472
13096	2.56588
13096.5	2.66
13097	2.66
13097.5	2.66
13098	2.45138
13098.5	2.43602
13099	2.45198
13099.5	2.43602
13100	2.42601
13100.5	2.425
13101	2.41901
13101.5	2.419
13102	2.42399
13102.5	2.41202
13103	2.408
13103.5	2.42198
13104	2.42599
13104.5	2.38912
13105	2.39599
13105.5	2.41597
13106	2.40601
13106.5	2.41299
13107	2.46493
13107.5	2.3901
13108	2.39
13108.5	2.38201
13109	2.38999
13109.5	2.39599
13110	2.43395
13110.5	2.43899
13111	2.43001
13111.5	2.46296
13112	2.66
13112.5	2.66
13113	2.66
13113.5	2.66
13114	2.66
13114.5	2.45139
13115	2.454
13115.5	2.5299
13116	2.48506
13116.5	2.39013
13117	2.37402
13117.5	2.36701
13118	2.39496
13118.5	2.42296
13119	2.36707
13119.5	2.35901
13120	2.35614
13120.5	2.36412
13121	2.48558
13121.5	2.58587
13122	2.41922
13122.5	2.40003
13123	2.36904
13123.5	2.32113
13124	2.35298
13124.5	2.34501
13125	2.37596
13125.5	2.377
13126	2.35004
13126.5	2.37796
13127	2.36202
13127.5	2.36999
13128	2.38598
13128.5	2.388
13129	2.35904
13129.5	2.42891
13130	2.63972
13130.5	2.62502
13131	2.49417
13131.5	2.38414
13132	2.35704
13132.5	2.28923
13133	2.27755
13133.5	2.292
13134	2.3719
13134.5	2.48885
13135	2.45704
13135.5	2.42304
13136	2.32413
13136.5	2.321
13137	2.35595
13137.5	2.45687
13138	2.49195
13138.5	2.45105
13139	2.43103
13139.5	2.35909
13140	2.36799
13140.5	2.32606
13141	2.3242
13141.5	2.32999
13142	2.3069
13142.5	2.36093
13143	2.33603
13143.5	2.34699
13144	2.47783
13144.5	2.66
13145	2.64004
13145.5	2.43427
13146	2.41503
13146.5	2.39802
13147	2.38102
13147.5	2.39099
13148	2.391
13148.5	2.38201
13149	2.384
13149.5	2.44093
13150	2.57083
13150.5	2.58898
13151	2.57801
13151.5	2.40722
13152	2.39701
13152.5	2.40099
13153	2.40599
13153.5	2.409
13154	2.4849
13154.5	2.55291
