depthft	density_gcc	s_v	hydrostatic_pres	porosity	gradient
95.0	1.878	0.539	0.284	0.484	0.0
95.5	1.878	0.542	0.285	0.484	18.402
96.0	1.878	0.545	0.287	0.484	18.402
96.5	1.878	0.548	0.288	0.484	18.402
97.0	1.878	0.55	0.29	0.484	18.402
97.5	1.878	0.553	0.291	0.484	18.402
98.0	1.878	0.556	0.293	0.484	18.402
98.5	1.878	0.559	0.294	0.484	18.402
99.0	1.878	0.562	0.296	0.484	18.402
99.5	1.878	0.564	0.297	0.484	18.402
100.0	1.878	0.567	0.299	0.484	18.402
100.5	1.878	0.57	0.3	0.484	18.402
101.0	1.871	0.573	0.302	0.488	18.335
101.5	1.832	0.576	0.303	0.511	17.951
102.0	1.836	0.578	0.305	0.508	17.996
102.5	1.85	0.581	0.306	0.5	18.13
103.0	1.844	0.584	0.308	0.503	18.072
103.5	1.83	0.587	0.309	0.512	17.933
104.0	1.83	0.589	0.311	0.512	17.937
104.5	1.856	0.592	0.312	0.497	18.184
105.0	1.86	0.595	0.314	0.494	18.231
105.5	1.849	0.598	0.315	0.501	18.121
106.0	1.839	0.6	0.317	0.507	18.019
106.5	1.851	0.603	0.318	0.499	18.144
107.0	1.873	0.606	0.32	0.487	18.354
107.5	1.875	0.609	0.321	0.486	18.371
108.0	1.867	0.611	0.323	0.49	18.294
108.5	1.884	0.614	0.324	0.48	18.468
109.0	1.883	0.617	0.326	0.481	18.449
109.5	1.858	0.62	0.327	0.495	18.213
110.0	1.867	0.623	0.329	0.49	18.298
110.5	1.875	0.625	0.33	0.485	18.373
111.0	1.876	0.628	0.332	0.485	18.386
111.5	1.858	0.631	0.333	0.495	18.205
112.0	1.87	0.634	0.335	0.488	18.331
112.5	1.85	0.637	0.336	0.5	18.125
113.0	1.842	0.639	0.338	0.505	18.047
113.5	1.885	0.642	0.339	0.48	18.469
114.0	1.862	0.645	0.341	0.493	18.25
114.5	1.809	0.648	0.342	0.524	17.732
115.0	1.813	0.65	0.344	0.522	17.769
115.5	1.82	0.653	0.345	0.517	17.839
116.0	1.83	0.656	0.346	0.512	17.936
116.5	1.826	0.659	0.348	0.514	17.894
117.0	1.85	0.661	0.349	0.5	18.125
117.5	1.846	0.664	0.351	0.502	18.09
118.0	1.88	0.667	0.352	0.482	18.423
118.5	1.946	0.67	0.354	0.444	19.069
119.0	2.04	0.673	0.355	0.388	19.995
119.5	1.959	0.676	0.357	0.436	19.198
120.0	1.888	0.679	0.358	0.478	18.503
120.5	1.869	0.681	0.36	0.489	18.314
121.0	1.844	0.684	0.361	0.503	18.073
121.5	1.816	0.687	0.363	0.52	17.797
122.0	1.844	0.69	0.364	0.503	18.074
122.5	1.861	0.692	0.366	0.494	18.238
123.0	1.868	0.695	0.367	0.49	18.303
123.5	1.847	0.698	0.369	0.502	18.101
124.0	1.844	0.701	0.37	0.503	18.072
124.5	1.846	0.703	0.372	0.502	18.095
125.0	1.851	0.706	0.373	0.499	18.142
125.5	1.87	0.709	0.375	0.488	18.327
126.0	1.853	0.712	0.376	0.498	18.156
126.5	1.835	0.714	0.378	0.509	17.98
127.0	1.833	0.717	0.379	0.51	17.959
127.5	1.812	0.72	0.381	0.522	17.759
128.0	1.836	0.723	0.382	0.508	17.994
128.5	1.842	0.725	0.384	0.505	18.049
129.0	1.845	0.728	0.385	0.503	18.079
129.5	1.845	0.731	0.387	0.503	18.077
130.0	1.842	0.734	0.388	0.504	18.056
130.5	1.873	0.736	0.39	0.487	18.351
131.0	1.874	0.739	0.391	0.486	18.36
131.5	1.804	0.742	0.393	0.527	17.683
132.0	1.823	0.745	0.394	0.516	17.868
132.5	1.855	0.747	0.396	0.497	18.181
133.0	1.857	0.75	0.397	0.496	18.199
133.5	1.845	0.753	0.399	0.503	18.085
134.0	1.859	0.756	0.4	0.495	18.22
134.5	1.858	0.759	0.402	0.495	18.207
135.0	1.858	0.761	0.403	0.495	18.211
135.5	1.858	0.764	0.405	0.495	18.21
136.0	1.862	0.767	0.406	0.493	18.25
136.5	1.86	0.77	0.408	0.494	18.227
137.0	1.815	0.772	0.409	0.52	17.79
137.5	1.859	0.775	0.411	0.495	18.219
138.0	1.862	0.778	0.412	0.493	18.25
138.5	1.846	0.781	0.414	0.502	18.095
139.0	1.875	0.783	0.415	0.485	18.378
139.5	1.889	0.786	0.417	0.477	18.513
140.0	1.876	0.789	0.418	0.485	18.382
140.5	1.892	0.792	0.42	0.475	18.541
141.0	1.89	0.795	0.421	0.477	18.517
141.5	1.891	0.798	0.423	0.476	18.534
142.0	1.885	0.8	0.424	0.479	18.475
142.5	1.895	0.803	0.426	0.473	18.572
143.0	1.905	0.806	0.427	0.468	18.667
143.5	1.904	0.809	0.429	0.468	18.657
144.0	1.911	0.812	0.43	0.464	18.727
144.5	1.898	0.815	0.432	0.472	18.596
145.0	1.914	0.817	0.433	0.462	18.76
145.5	1.89	0.82	0.435	0.476	18.527
146.0	1.897	0.823	0.436	0.473	18.587
146.5	1.888	0.826	0.438	0.477	18.507
147.0	1.915	0.829	0.439	0.462	18.764
147.5	1.943	0.832	0.441	0.445	19.039
148.0	1.932	0.835	0.442	0.452	18.932
148.5	1.922	0.837	0.444	0.457	18.841
149.0	1.926	0.84	0.445	0.455	18.872
149.5	1.919	0.843	0.447	0.46	18.802
150.0	1.923	0.846	0.448	0.457	18.841
150.5	1.932	0.849	0.45	0.452	18.934
151.0	1.926	0.852	0.451	0.455	18.879
151.5	1.942	0.855	0.453	0.446	19.037
152.0	1.928	0.858	0.454	0.454	18.892
152.5	1.935	0.86	0.456	0.45	18.966
153.0	1.953	0.863	0.457	0.439	19.142
153.5	1.955	0.866	0.459	0.438	19.158
154.0	1.976	0.869	0.46	0.426	19.361
154.5	1.974	0.872	0.461	0.427	19.35
155.0	1.958	0.875	0.463	0.436	19.192
155.5	1.964	0.878	0.464	0.433	19.249
156.0	1.981	0.881	0.466	0.423	19.412
156.5	1.975	0.884	0.467	0.427	19.354
157.0	1.941	0.887	0.469	0.446	19.026
157.5	1.947	0.89	0.47	0.443	19.084
158.0	1.941	0.893	0.472	0.447	19.018
158.5	1.946	0.896	0.473	0.443	19.076
159.0	1.993	0.899	0.475	0.416	19.529
159.5	2.003	0.902	0.476	0.41	19.626
160.0	1.986	0.905	0.478	0.42	19.464
160.5	1.995	0.908	0.479	0.414	19.555
161.0	2.158	0.911	0.481	0.319	21.144
161.5	2.156	0.914	0.482	0.32	21.126
162.0	2.027	0.917	0.484	0.396	19.863
162.5	1.992	0.92	0.485	0.416	19.524
163.0	1.926	0.923	0.487	0.455	18.88
163.5	1.934	0.926	0.488	0.451	18.952
164.0	1.976	0.929	0.49	0.426	19.36
164.5	1.98	0.932	0.491	0.424	19.402
165.0	1.947	0.935	0.493	0.443	19.078
165.5	1.964	0.937	0.494	0.433	19.247
166.0	1.971	0.94	0.496	0.429	19.315
166.5	1.972	0.943	0.497	0.429	19.321
167.0	1.97	0.946	0.499	0.429	19.31
167.5	1.96	0.949	0.5	0.435	19.209
168.0	1.953	0.952	0.502	0.44	19.137
168.5	1.988	0.955	0.503	0.419	19.486
169.0	1.976	0.958	0.505	0.426	19.364
169.5	1.974	0.961	0.506	0.427	19.34
170.0	1.965	0.964	0.508	0.432	19.26
170.5	1.959	0.967	0.509	0.436	19.195
171.0	1.94	0.97	0.511	0.447	19.013
171.5	1.985	0.973	0.512	0.421	19.45
172.0	1.98	0.976	0.514	0.423	19.406
172.5	1.946	0.979	0.515	0.443	19.076
173.0	1.926	0.981	0.517	0.456	18.87
173.5	1.949	0.984	0.518	0.442	19.103
174.0	1.926	0.987	0.52	0.455	18.878
174.5	1.969	0.99	0.521	0.43	19.3
175.0	1.986	0.993	0.523	0.42	19.465
175.5	1.968	0.996	0.524	0.43	19.289
176.0	1.956	0.999	0.526	0.437	19.172
176.5	1.971	1.002	0.527	0.429	19.314
177.0	1.955	1.005	0.529	0.438	19.159
177.5	1.951	1.008	0.53	0.441	19.12
178.0	1.985	1.011	0.532	0.421	19.452
178.5	2.009	1.014	0.533	0.406	19.69
179.0	1.97	1.017	0.535	0.43	19.303
179.5	1.952	1.02	0.536	0.44	19.128
180.0	2.002	1.023	0.538	0.41	19.623
180.5	2.037	1.026	0.539	0.39	19.96
181.0	2.003	1.029	0.541	0.41	19.631
181.5	1.99	1.032	0.542	0.418	19.504
182.0	2.007	1.035	0.544	0.407	19.674
182.5	2.011	1.038	0.545	0.405	19.713
183.0	2.002	1.041	0.547	0.41	19.623
183.5	1.987	1.044	0.548	0.42	19.471
184.0	2.01	1.047	0.55	0.406	19.696
184.5	1.997	1.05	0.551	0.414	19.567
185.0	2.0	1.053	0.553	0.412	19.604
185.5	2.003	1.056	0.554	0.41	19.633
186.0	2.008	1.059	0.556	0.407	19.679
186.5	1.992	1.062	0.557	0.416	19.522
187.0	1.99	1.065	0.559	0.417	19.505
187.5	1.991	1.067	0.56	0.417	19.511
188.0	2.01	1.07	0.562	0.406	19.699
188.5	2.005	1.073	0.563	0.409	19.645
189.0	1.994	1.076	0.565	0.415	19.539
189.5	1.997	1.079	0.566	0.414	19.57
190.0	2.0	1.082	0.568	0.412	19.595
190.5	2.009	1.085	0.569	0.406	19.689
191.0	2.006	1.088	0.571	0.409	19.654
191.5	1.998	1.091	0.572	0.413	19.578
192.0	2.005	1.094	0.574	0.409	19.65
192.5	1.997	1.097	0.575	0.414	19.571
193.0	1.992	1.1	0.576	0.417	19.519
193.5	1.994	1.103	0.578	0.416	19.536
194.0	1.986	1.106	0.579	0.42	19.467
194.5	1.961	1.109	0.581	0.435	19.221
195.0	1.943	1.112	0.582	0.445	19.038
195.5	1.986	1.115	0.584	0.42	19.46
196.0	1.988	1.118	0.585	0.419	19.479
196.5	1.95	1.121	0.587	0.441	19.115
197.0	1.948	1.124	0.588	0.442	19.09
197.5	1.948	1.127	0.59	0.442	19.091
198.0	1.943	1.13	0.591	0.445	19.039
198.5	1.926	1.133	0.593	0.455	18.879
199.0	1.948	1.135	0.594	0.442	19.093
199.5	1.928	1.138	0.596	0.454	18.899
200.0	1.902	1.141	0.597	0.469	18.642
200.5	1.93	1.144	0.599	0.453	18.91
201.0	1.975	1.147	0.6	0.427	19.352
201.5	1.94	1.15	0.602	0.447	19.016
202.0	1.952	1.153	0.603	0.44	19.133
202.5	1.992	1.156	0.605	0.416	19.527
203.0	2.046	1.159	0.606	0.385	20.049
203.5	2.133	1.162	0.608	0.333	20.906
204.0	2.03	1.165	0.609	0.394	19.891
204.5	1.962	1.168	0.611	0.434	19.227
205.0	1.977	1.171	0.612	0.425	19.374
205.5	1.971	1.174	0.614	0.429	19.313
206.0	1.926	1.177	0.615	0.455	18.878
206.5	1.92	1.18	0.617	0.459	18.811
207.0	1.931	1.183	0.618	0.452	18.922
207.5	1.92	1.185	0.62	0.459	18.811
208.0	1.898	1.188	0.621	0.472	18.601
208.5	1.902	1.191	0.623	0.469	18.645
209.0	1.925	1.194	0.624	0.456	18.869
209.5	1.936	1.197	0.626	0.449	18.975
210.0	1.921	1.2	0.627	0.458	18.822
210.5	1.922	1.203	0.629	0.458	18.837
211.0	1.906	1.205	0.63	0.467	18.684
211.5	1.9	1.208	0.632	0.471	18.616
212.0	1.903	1.211	0.633	0.469	18.651
212.5	1.917	1.214	0.635	0.461	18.783
213.0	1.916	1.217	0.636	0.461	18.777
213.5	1.904	1.22	0.638	0.468	18.66
214.0	1.91	1.223	0.639	0.465	18.72
214.5	1.922	1.225	0.641	0.458	18.833
215.0	1.905	1.228	0.642	0.468	18.67
215.5	1.911	1.231	0.644	0.464	18.731
216.0	1.915	1.234	0.645	0.462	18.763
216.5	1.922	1.237	0.647	0.458	18.831
217.0	1.913	1.24	0.648	0.463	18.749
217.5	1.912	1.243	0.65	0.464	18.738
218.0	1.939	1.245	0.651	0.447	19.006
218.5	1.951	1.248	0.653	0.441	19.117
219.0	1.893	1.251	0.654	0.475	18.554
219.5	1.909	1.254	0.656	0.466	18.704
220.0	1.915	1.257	0.657	0.462	18.767
220.5	1.952	1.26	0.659	0.44	19.128
221.0	1.941	1.263	0.66	0.447	19.019
221.5	1.89	1.266	0.662	0.476	18.525
222.0	1.902	1.268	0.663	0.47	18.637
222.5	1.937	1.271	0.665	0.449	18.98
223.0	1.964	1.274	0.666	0.433	19.244
223.5	1.943	1.277	0.668	0.445	19.045
224.0	1.901	1.28	0.669	0.47	18.631
224.5	1.898	1.283	0.671	0.472	18.597
225.0	1.906	1.286	0.672	0.467	18.681
225.5	1.897	1.288	0.674	0.473	18.588
226.0	1.883	1.291	0.675	0.481	18.451
226.5	1.898	1.294	0.677	0.472	18.596
227.0	1.888	1.297	0.678	0.477	18.507
227.5	1.924	1.3	0.68	0.457	18.854
228.0	1.901	1.303	0.681	0.47	18.628
228.5	1.911	1.306	0.683	0.464	18.726
229.0	1.876	1.308	0.684	0.485	18.386
229.5	1.865	1.311	0.686	0.491	18.274
230.0	1.872	1.314	0.687	0.487	18.349
230.5	1.867	1.317	0.689	0.49	18.301
231.0	1.886	1.319	0.69	0.479	18.481
231.5	1.85	1.322	0.691	0.5	18.129
232.0	1.837	1.325	0.693	0.508	18.005
232.5	1.849	1.328	0.694	0.501	18.117
233.0	1.867	1.331	0.696	0.49	18.295
233.5	1.88	1.333	0.697	0.482	18.423
234.0	1.85	1.336	0.699	0.5	18.132
234.5	1.831	1.339	0.7	0.511	17.947
235.0	1.825	1.342	0.702	0.515	17.881
235.5	1.821	1.344	0.703	0.517	17.849
236.0	1.811	1.347	0.705	0.523	17.751
236.5	1.832	1.35	0.706	0.511	17.951
237.0	1.829	1.352	0.708	0.513	17.92
237.5	1.811	1.355	0.709	0.523	17.752
238.0	1.769	1.358	0.711	0.548	17.333
238.5	1.79	1.36	0.712	0.535	17.543
239.0	1.794	1.363	0.714	0.533	17.584
239.5	1.768	1.366	0.715	0.548	17.331
240.0	1.775	1.368	0.717	0.544	17.396
240.5	1.734	1.371	0.718	0.568	16.994
241.0	1.75	1.374	0.72	0.559	17.146
241.5	1.744	1.376	0.721	0.562	17.089
242.0	1.738	1.379	0.723	0.566	17.031
242.5	1.707	1.381	0.724	0.584	16.732
243.0	1.716	1.384	0.726	0.579	16.82
243.5	1.758	1.387	0.727	0.554	17.224
244.0	1.741	1.389	0.729	0.564	17.059
244.5	1.741	1.392	0.73	0.564	17.065
245.0	1.77	1.394	0.732	0.547	17.343
245.5	1.821	1.397	0.733	0.517	17.844
246.0	1.845	1.4	0.735	0.503	18.083
246.5	1.775	1.403	0.736	0.544	17.393
247.0	1.735	1.405	0.738	0.568	17.001
247.5	1.698	1.408	0.739	0.589	16.639
248.0	1.655	1.41	0.741	0.615	16.215
248.5	1.643	1.413	0.742	0.622	16.104
249.0	1.676	1.415	0.744	0.602	16.428
249.5	1.692	1.418	0.745	0.593	16.577
250.0	1.668	1.42	0.747	0.607	16.351
250.5	1.676	1.423	0.748	0.602	16.43
251.0	1.685	1.425	0.75	0.597	16.512
251.5	1.694	1.428	0.751	0.592	16.602
252.0	1.669	1.43	0.753	0.606	16.358
252.5	1.689	1.433	0.754	0.595	16.55
253.0	1.707	1.435	0.756	0.584	16.731
253.5	1.672	1.438	0.757	0.605	16.388
254.0	1.642	1.44	0.759	0.622	16.09
254.5	1.664	1.443	0.76	0.609	16.31
255.0	1.673	1.445	0.762	0.604	16.398
255.5	1.659	1.448	0.763	0.612	16.258
256.0	1.673	1.45	0.765	0.604	16.392
256.5	1.708	1.453	0.766	0.584	16.734
257.0	1.659	1.455	0.768	0.613	16.254
257.5	1.638	1.458	0.769	0.625	16.054
258.0	1.631	1.46	0.771	0.629	15.985
258.5	1.646	1.463	0.772	0.62	16.132
259.0	1.658	1.465	0.774	0.613	16.247
259.5	1.636	1.467	0.775	0.626	16.035
260.0	1.641	1.47	0.777	0.623	16.08
260.5	1.648	1.472	0.778	0.619	16.154
261.0	1.616	1.475	0.78	0.637	15.841
261.5	1.619	1.477	0.781	0.636	15.864
262.0	1.613	1.48	0.783	0.64	15.805
262.5	1.597	1.482	0.784	0.649	15.65
263.0	1.598	1.484	0.786	0.648	15.66
263.5	1.601	1.487	0.787	0.647	15.686
264.0	1.578	1.489	0.789	0.66	15.461
264.5	1.597	1.492	0.79	0.649	15.653
265.0	1.603	1.494	0.792	0.646	15.705
265.5	1.601	1.496	0.793	0.646	15.691
266.0	1.598	1.499	0.795	0.648	15.66
266.5	1.607	1.501	0.796	0.643	15.752
267.0	1.626	1.504	0.798	0.632	15.93
267.5	1.589	1.506	0.799	0.653	15.576
268.0	1.614	1.508	0.801	0.639	15.818
268.5	1.631	1.511	0.802	0.629	15.981
269.0	1.63	1.513	0.804	0.629	15.979
269.5	1.611	1.516	0.805	0.64	15.79
270.0	1.667	1.518	0.807	0.608	16.339
270.5	1.674	1.521	0.808	0.603	16.41
271.0	1.668	1.523	0.809	0.607	16.348
271.5	1.69	1.526	0.811	0.594	16.563
272.0	1.679	1.528	0.812	0.601	16.455
272.5	1.676	1.531	0.814	0.603	16.42
273.0	1.669	1.533	0.815	0.606	16.356
273.5	1.695	1.536	0.817	0.591	16.611
274.0	1.694	1.538	0.818	0.592	16.599
274.5	1.674	1.541	0.82	0.604	16.4
275.0	1.694	1.543	0.821	0.592	16.604
275.5	1.696	1.546	0.823	0.59	16.626
276.0	1.702	1.548	0.824	0.587	16.678
276.5	1.693	1.551	0.826	0.592	16.589
277.0	1.718	1.553	0.827	0.578	16.833
277.5	1.724	1.556	0.829	0.574	16.893
278.0	1.731	1.559	0.83	0.57	16.963
278.5	1.745	1.561	0.832	0.562	17.097
279.0	1.733	1.564	0.833	0.569	16.985
279.5	1.746	1.566	0.835	0.561	17.108
280.0	1.736	1.569	0.836	0.567	17.018
280.5	1.749	1.572	0.838	0.56	17.136
281.0	1.779	1.574	0.839	0.542	17.431
281.5	1.782	1.577	0.841	0.54	17.468
282.0	1.784	1.579	0.842	0.539	17.478
282.5	1.774	1.582	0.844	0.545	17.388
283.0	1.766	1.585	0.845	0.549	17.307
283.5	1.786	1.587	0.847	0.537	17.508
284.0	1.776	1.59	0.848	0.543	17.41
284.5	1.79	1.593	0.85	0.535	17.54
285.0	1.795	1.595	0.851	0.532	17.594
285.5	1.795	1.598	0.853	0.532	17.59
286.0	1.794	1.601	0.854	0.533	17.585
286.5	1.8	1.604	0.856	0.53	17.637
287.0	1.794	1.606	0.857	0.533	17.582
287.5	1.848	1.609	0.859	0.501	18.106
288.0	1.952	1.612	0.86	0.44	19.13
288.5	1.883	1.615	0.862	0.481	18.451
289.0	1.824	1.617	0.863	0.515	17.88
289.5	1.78	1.62	0.865	0.541	17.449
290.0	1.807	1.623	0.866	0.525	17.709
290.5	1.804	1.625	0.868	0.527	17.675
291.0	1.82	1.628	0.869	0.518	17.836
291.5	1.808	1.631	0.871	0.525	17.72
292.0	1.8	1.634	0.872	0.529	17.641
292.5	1.788	1.636	0.874	0.537	17.518
293.0	1.834	1.639	0.875	0.509	17.973
293.5	1.855	1.642	0.877	0.497	18.183
294.0	1.872	1.645	0.878	0.487	18.345
294.5	1.802	1.647	0.88	0.528	17.665
295.0	1.809	1.65	0.881	0.524	17.729
295.5	1.823	1.653	0.883	0.516	17.861
296.0	1.808	1.655	0.884	0.525	17.718
296.5	1.834	1.658	0.886	0.509	17.972
297.0	1.817	1.661	0.887	0.52	17.805
297.5	1.78	1.663	0.889	0.541	17.444
298.0	1.817	1.666	0.89	0.519	17.806
298.5	1.815	1.669	0.892	0.52	17.79
299.0	1.811	1.672	0.893	0.523	17.75
299.5	1.817	1.674	0.895	0.519	17.811
300.0	1.817	1.677	0.896	0.519	17.806
300.5	1.825	1.68	0.898	0.515	17.887
301.0	1.811	1.682	0.899	0.523	17.748
301.5	1.819	1.685	0.901	0.518	17.826
302.0	1.814	1.688	0.902	0.521	17.772
302.5	1.838	1.691	0.904	0.507	18.01
303.0	1.839	1.693	0.905	0.506	18.025
303.5	1.843	1.696	0.907	0.504	18.06
304.0	1.841	1.699	0.908	0.505	18.041
304.5	1.831	1.702	0.91	0.511	17.941
305.0	1.818	1.704	0.911	0.519	17.812
305.5	1.789	1.707	0.913	0.536	17.529
306.0	1.793	1.71	0.914	0.534	17.571
306.5	1.79	1.712	0.916	0.535	17.546
307.0	1.762	1.715	0.917	0.552	17.27
307.5	1.77	1.718	0.919	0.547	17.345
308.0	1.787	1.72	0.92	0.537	17.513
308.5	1.819	1.723	0.922	0.518	17.828
309.0	1.807	1.726	0.923	0.525	17.706
309.5	1.811	1.728	0.924	0.523	17.745
310.0	1.802	1.731	0.926	0.528	17.663
310.5	1.816	1.734	0.927	0.52	17.794
311.0	1.821	1.737	0.929	0.517	17.846
311.5	1.777	1.739	0.93	0.543	17.411
312.0	1.795	1.742	0.932	0.532	17.593
312.5	1.818	1.745	0.933	0.519	17.812
313.0	1.797	1.747	0.935	0.531	17.611
313.5	1.799	1.75	0.936	0.53	17.628
314.0	1.813	1.753	0.938	0.522	17.764
314.5	1.766	1.755	0.939	0.549	17.307
315.0	1.798	1.758	0.941	0.53	17.622
315.5	1.791	1.761	0.942	0.535	17.554
316.0	1.777	1.763	0.944	0.543	17.414
316.5	1.741	1.766	0.945	0.564	17.065
317.0	1.752	1.769	0.947	0.557	17.174
317.5	1.78	1.771	0.948	0.541	17.444
318.0	1.779	1.774	0.95	0.542	17.433
318.5	1.79	1.777	0.951	0.535	17.541
319.0	1.782	1.779	0.953	0.54	17.464
319.5	1.753	1.782	0.954	0.557	17.178
320.0	1.748	1.784	0.956	0.56	17.126
320.5	1.755	1.787	0.957	0.556	17.197
321.0	1.762	1.79	0.959	0.552	17.271
321.5	1.781	1.792	0.96	0.54	17.457
322.0	1.784	1.795	0.962	0.539	17.48
322.5	1.818	1.798	0.963	0.519	17.82
323.0	1.814	1.8	0.965	0.521	17.779
323.5	1.803	1.803	0.966	0.528	17.669
324.0	1.781	1.806	0.968	0.541	17.453
324.5	1.798	1.808	0.969	0.531	17.618
325.0	1.828	1.811	0.971	0.513	17.915
325.5	1.819	1.814	0.972	0.518	17.822
326.0	1.83	1.817	0.974	0.512	17.932
326.5	1.842	1.819	0.975	0.505	18.051
327.0	1.846	1.822	0.977	0.502	18.094
327.5	1.838	1.825	0.978	0.507	18.017
328.0	1.86	1.828	0.98	0.494	18.226
328.5	1.872	1.83	0.981	0.487	18.345
329.0	1.872	1.833	0.983	0.487	18.347
329.5	1.869	1.836	0.984	0.489	18.315
330.0	1.944	1.839	0.986	0.445	19.054
330.5	1.935	1.842	0.987	0.45	18.962
331.0	1.855	1.845	0.989	0.497	18.183
331.5	1.851	1.847	0.99	0.5	18.136
332.0	1.844	1.85	0.992	0.504	18.07
332.5	1.809	1.853	0.993	0.524	17.732
333.0	1.812	1.856	0.995	0.522	17.759
333.5	1.827	1.858	0.996	0.513	17.907
334.0	1.876	1.861	0.998	0.484	18.389
334.5	1.85	1.864	0.999	0.5	18.13
335.0	1.826	1.867	1.001	0.514	17.891
335.5	1.817	1.869	1.002	0.519	17.807
336.0	1.812	1.872	1.004	0.522	17.757
336.5	1.798	1.875	1.005	0.53	17.625
337.0	1.781	1.877	1.007	0.541	17.45
337.5	1.768	1.88	1.008	0.548	17.331
338.0	1.802	1.883	1.01	0.528	17.661
338.5	1.795	1.885	1.011	0.532	17.593
339.0	1.8	1.888	1.013	0.529	17.643
339.5	1.82	1.891	1.014	0.518	17.835
340.0	1.802	1.893	1.016	0.528	17.664
340.5	1.794	1.896	1.017	0.533	17.584
341.0	1.805	1.899	1.019	0.527	17.685
341.5	1.816	1.902	1.02	0.52	17.801
342.0	1.792	1.904	1.022	0.534	17.567
342.5	1.813	1.907	1.023	0.522	17.767
343.0	1.803	1.91	1.025	0.528	17.667
343.5	1.833	1.912	1.026	0.51	17.961
344.0	1.798	1.915	1.028	0.53	17.622
344.5	1.806	1.918	1.029	0.526	17.697
345.0	1.8	1.92	1.031	0.53	17.636
345.5	1.787	1.923	1.032	0.537	17.51
346.0	1.769	1.926	1.034	0.548	17.334
346.5	1.728	1.928	1.035	0.572	16.937
347.0	1.746	1.931	1.037	0.561	17.112
347.5	1.732	1.933	1.038	0.57	16.969
348.0	1.749	1.936	1.039	0.559	17.141
348.5	1.787	1.939	1.041	0.537	17.511
349.0	1.753	1.941	1.042	0.557	17.175
349.5	1.753	1.944	1.044	0.557	17.182
350.0	1.792	1.947	1.045	0.534	17.565
350.5	1.782	1.949	1.047	0.54	17.469
351.0	1.78	1.952	1.048	0.541	17.44
351.5	1.782	1.955	1.05	0.54	17.468
352.0	1.791	1.957	1.051	0.535	17.551
352.5	1.788	1.96	1.053	0.537	17.518
353.0	1.811	1.963	1.054	0.523	17.75
353.5	1.822	1.965	1.056	0.516	17.856
354.0	1.811	1.968	1.057	0.523	17.744
354.5	1.832	1.971	1.059	0.51	17.958
355.0	1.852	1.974	1.06	0.499	18.152
355.5	1.821	1.976	1.062	0.517	17.845
356.0	1.826	1.979	1.063	0.514	17.892
356.5	1.814	1.982	1.065	0.521	17.773
357.0	1.821	1.985	1.066	0.517	17.847
357.5	1.809	1.987	1.068	0.524	17.724
358.0	1.811	1.99	1.069	0.523	17.749
358.5	1.84	1.993	1.071	0.506	18.031
359.0	1.816	1.995	1.072	0.52	17.8
359.5	1.796	1.998	1.074	0.532	17.604
360.0	1.813	2.001	1.075	0.522	17.768
360.5	1.825	2.004	1.077	0.515	17.884
361.0	1.795	2.006	1.078	0.532	17.589
361.5	1.81	2.009	1.08	0.524	17.736
362.0	1.797	2.012	1.081	0.531	17.611
362.5	1.802	2.014	1.083	0.528	17.664
363.0	1.796	2.017	1.084	0.531	17.606
363.5	1.765	2.02	1.086	0.55	17.301
364.0	1.75	2.022	1.087	0.559	17.15
364.5	1.719	2.025	1.089	0.577	16.846
365.0	1.733	2.027	1.09	0.569	16.984
365.5	1.729	2.03	1.092	0.571	16.946
366.0	1.744	2.033	1.093	0.562	17.095
366.5	1.765	2.035	1.095	0.55	17.299
367.0	1.773	2.038	1.096	0.545	17.378
367.5	1.742	2.04	1.098	0.563	17.074
368.0	1.721	2.043	1.099	0.576	16.869
368.5	1.75	2.046	1.101	0.559	17.152
369.0	1.776	2.048	1.102	0.544	17.404
369.5	1.779	2.051	1.104	0.542	17.432
370.0	1.756	2.054	1.105	0.555	17.212
370.5	1.796	2.056	1.107	0.532	17.597
371.0	1.845	2.059	1.108	0.503	18.082
371.5	1.816	2.062	1.11	0.52	17.796
372.0	1.851	2.064	1.111	0.5	18.137
372.5	1.888	2.067	1.113	0.478	18.503
373.0	1.84	2.07	1.114	0.506	18.029
373.5	1.723	2.073	1.116	0.575	16.888
374.0	1.694	2.075	1.117	0.592	16.601
374.5	1.709	2.078	1.119	0.583	16.746
375.0	1.673	2.08	1.12	0.604	16.395
375.5	1.698	2.083	1.122	0.59	16.636
376.0	1.721	2.085	1.123	0.576	16.868
376.5	1.673	2.088	1.125	0.604	16.397
377.0	1.683	2.09	1.126	0.598	16.493
377.5	1.649	2.093	1.128	0.618	16.157
378.0	1.673	2.095	1.129	0.604	16.395
378.5	1.668	2.098	1.131	0.607	16.349
379.0	1.659	2.1	1.132	0.612	16.26
379.5	1.657	2.103	1.134	0.613	16.241
380.0	1.657	2.105	1.135	0.614	16.239
380.5	1.672	2.108	1.137	0.605	16.383
381.0	1.68	2.11	1.138	0.6	16.459
381.5	1.669	2.113	1.14	0.607	16.354
382.0	1.643	2.115	1.141	0.622	16.104
382.5	1.684	2.118	1.143	0.598	16.499
383.0	1.67	2.12	1.144	0.606	16.363
383.5	1.65	2.123	1.146	0.618	16.169
384.0	1.674	2.125	1.147	0.604	16.4
384.5	1.642	2.128	1.149	0.622	16.094
385.0	1.676	2.13	1.15	0.602	16.429
385.5	1.658	2.133	1.152	0.613	16.247
