depthft	density_gcc	s_v	hydrostatic_pres	porosity	gradient
8847	2.184	51.309	26.426	0.304	21.403
8848	2.192	51.315	26.429	0.299	21.482
8849	2.2	51.322	26.432	0.294	21.56
8850	2.186	51.328	26.435	0.302	21.423
8851	2.174	51.335	26.438	0.309	21.305
8852	2.186	51.341	26.441	0.302	21.423
8853	2.198	51.348	26.444	0.295	21.54
8854	2.204	51.354	26.447	0.292	21.599
8855	2.234	51.361	26.45	0.274	21.893
8856	2.236	51.368	26.453	0.273	21.913
8857	2.234	51.374	26.456	0.274	21.893
8858	2.214	51.381	26.459	0.286	21.697
8859	2.17	51.388	26.462	0.312	21.266
8860	2.194	51.394	26.465	0.298	21.501
8861	2.178	51.401	26.468	0.307	21.344
8862	2.2	51.407	26.471	0.294	21.56
8863	2.223	51.414	26.474	0.281	21.785
8864	2.246	51.421	26.477	0.267	22.011
8865	2.262	51.427	26.48	0.258	22.168
8866	2.29	51.434	26.483	0.241	22.442
8867	2.283	51.441	26.486	0.245	22.373
8868	2.254	51.448	26.489	0.262	22.089
8869	2.264	51.454	26.492	0.256	22.187
8870	2.246	51.461	26.495	0.267	22.011
8871	2.252	51.468	26.498	0.264	22.07
8872	2.252	51.475	26.501	0.264	22.07
8873	2.212	51.481	26.504	0.287	21.678
8874	2.214	51.488	26.507	0.286	21.697
8875	2.21	51.494	26.51	0.288	21.658
8876	2.222	51.501	26.513	0.281	21.776
8877	2.21	51.508	26.516	0.288	21.658
8878	2.214	51.514	26.519	0.286	21.697
8879	2.228	51.521	26.522	0.278	21.834
8880	2.234	51.528	26.525	0.274	21.893
8881	2.242	51.534	26.528	0.269	21.972
8882	2.23	51.541	26.531	0.276	21.854
8883	2.22	51.548	26.534	0.282	21.756
8884	2.218	51.554	26.537	0.284	21.736
8885	2.239	51.561	26.54	0.271	21.942
8886	2.256	51.568	26.543	0.261	22.109
8887	2.294	51.575	26.546	0.239	22.481
8888	2.29	51.581	26.549	0.241	22.442
8889	2.314	51.588	26.552	0.227	22.677
8890	2.314	51.595	26.555	0.227	22.677
8891	2.322	51.602	26.558	0.222	22.756
8892	2.306	51.609	26.561	0.232	22.599
8893	2.306	51.616	26.564	0.232	22.599
8894	2.322	51.623	26.567	0.222	22.756
8895	2.28	51.63	26.57	0.247	22.344
8896	2.262	51.636	26.573	0.258	22.168
8897	2.25	51.643	26.576	0.265	22.05
8898	2.246	51.65	26.579	0.267	22.011
8899	2.236	51.657	26.582	0.273	21.913
8900	2.25	51.663	26.585	0.265	22.05
8901	2.282	51.67	26.588	0.246	22.364
8902	2.278	51.677	26.591	0.248	22.324
8903	2.327	51.684	26.594	0.219	22.805
8904	2.346	51.691	26.597	0.208	22.991
8905	2.344	51.698	26.6	0.209	22.971
8906	2.319	51.705	26.603	0.224	22.726
8907	2.276	51.712	26.606	0.249	22.305
8908	2.314	51.718	26.609	0.227	22.677
8909	2.342	51.725	26.612	0.211	22.952
8910	2.338	51.732	26.615	0.213	22.912
8911	2.314	51.739	26.618	0.227	22.677
8912	2.294	51.746	26.621	0.239	22.481
8913	2.282	51.753	26.623	0.246	22.364
8914	2.266	51.76	26.626	0.255	22.207
8915	2.26	51.767	26.629	0.259	22.148
8916	2.254	51.773	26.632	0.262	22.089
8917	2.262	51.78	26.635	0.258	22.168
8918	2.286	51.787	26.638	0.244	22.403
8919	2.29	51.794	26.641	0.241	22.442
8920	2.28	51.801	26.644	0.247	22.344
8921	2.251	51.807	26.647	0.264	22.06
8922	2.214	51.814	26.65	0.286	21.697
8923	2.168	51.82	26.653	0.313	21.246
8924	2.14	51.827	26.656	0.329	20.972
8925	2.202	51.833	26.659	0.293	21.58
8926	2.247	51.84	26.662	0.266	22.021
8927	2.306	51.847	26.665	0.232	22.599
8928	2.34	51.854	26.668	0.212	22.932
8929	2.338	51.861	26.671	0.213	22.912
8930	2.36	51.868	26.674	0.2	23.128
8931	2.382	51.875	26.677	0.187	23.344
8932	2.39	51.882	26.68	0.182	23.422
8933	2.38	51.889	26.683	0.188	23.324
8934	2.322	51.896	26.686	0.222	22.756
8935	2.34	51.903	26.689	0.212	22.932
8936	2.362	51.91	26.692	0.199	23.148
8937	2.34	51.917	26.695	0.212	22.932
8938	2.34	51.924	26.698	0.212	22.932
8939	2.34	51.931	26.701	0.212	22.932
8940	2.302	51.938	26.704	0.234	22.56
8941	2.302	51.945	26.707	0.234	22.56
8942	2.29	51.952	26.71	0.241	22.442
8943	2.292	51.959	26.713	0.24	22.462
8944	2.306	51.966	26.716	0.232	22.599
8945	2.326	51.973	26.719	0.22	22.795
8946	2.348	51.98	26.722	0.207	23.01
8947	2.378	51.987	26.725	0.189	23.304
8948	2.374	51.994	26.728	0.192	23.265
8949	2.366	52.001	26.731	0.196	23.187
8950	2.322	52.008	26.734	0.222	22.756
8951	2.306	52.015	26.737	0.232	22.599
8952	2.278	52.021	26.74	0.248	22.324
8953	2.258	52.028	26.743	0.26	22.128
8954	2.294	52.035	26.746	0.239	22.481
8955	2.306	52.042	26.749	0.232	22.599
8956	2.308	52.049	26.752	0.231	22.618
8957	2.306	52.056	26.755	0.232	22.599
8958	2.302	52.063	26.758	0.234	22.56
8959	2.31	52.069	26.761	0.229	22.638
8960	2.298	52.076	26.764	0.236	22.52
8961	2.287	52.083	26.767	0.243	22.413
8962	2.316	52.09	26.77	0.226	22.697
8963	2.334	52.097	26.773	0.215	22.873
8964	2.34	52.104	26.776	0.212	22.932
8965	2.35	52.111	26.779	0.206	23.03
8966	2.334	52.118	26.782	0.215	22.873
8967	2.37	52.125	26.785	0.194	23.226
8968	2.375	52.132	26.788	0.191	23.275
8969	2.326	52.139	26.791	0.22	22.795
8970	2.29	52.146	26.794	0.241	22.442
8971	2.306	52.153	26.797	0.232	22.599
8972	2.311	52.16	26.8	0.229	22.648
8973	2.278	52.167	26.803	0.248	22.324
8974	2.262	52.173	26.806	0.258	22.168
8975	2.226	52.18	26.809	0.279	21.815
8976	2.226	52.187	26.812	0.279	21.815
8977	2.276	52.193	26.815	0.249	22.305
8978	2.31	52.2	26.818	0.229	22.638
8979	2.31	52.207	26.821	0.229	22.638
8980	2.268	52.214	26.824	0.254	22.226
8981	2.246	52.221	26.827	0.267	22.011
8982	2.26	52.227	26.83	0.259	22.148
8983	2.254	52.234	26.833	0.262	22.089
8984	2.206	52.241	26.836	0.291	21.619
8985	2.166	52.247	26.839	0.314	21.227
8986	2.158	52.254	26.842	0.319	21.148
8987	2.162	52.26	26.845	0.316	21.188
8988	2.166	52.267	26.848	0.314	21.227
8989	2.17	52.273	26.851	0.312	21.266
8990	2.162	52.28	26.853	0.316	21.188
8991	2.166	52.286	26.856	0.314	21.227
8992	2.21	52.293	26.859	0.288	21.658
8993	2.258	52.299	26.862	0.26	22.128
8994	2.294	52.306	26.865	0.239	22.481
8995	2.308	52.313	26.868	0.231	22.618
8996	2.334	52.32	26.871	0.215	22.873
8997	2.342	52.327	26.874	0.211	22.952
8998	2.37	52.334	26.877	0.194	23.226
8999	2.34	52.341	26.88	0.212	22.932
9000	2.332	52.348	26.883	0.216	22.854
9001	2.286	52.355	26.886	0.244	22.403
9002	2.306	52.362	26.889	0.232	22.599
9003	2.302	52.369	26.892	0.234	22.56
9004	2.286	52.376	26.895	0.244	22.403
9005	2.328	52.383	26.898	0.219	22.814
9006	2.35	52.39	26.901	0.206	23.03
9007	2.338	52.397	26.904	0.213	22.912
9008	2.33	52.403	26.907	0.218	22.834
9009	2.326	52.41	26.91	0.22	22.795
9010	2.318	52.417	26.913	0.225	22.716
9011	2.298	52.424	26.916	0.236	22.52
9012	2.282	52.431	26.919	0.246	22.364
9013	2.294	52.438	26.922	0.239	22.481
9014	2.302	52.445	26.925	0.234	22.56
9015	2.31	52.452	26.928	0.229	22.638
9016	2.322	52.459	26.931	0.222	22.756
9017	2.28	52.465	26.934	0.247	22.344
9018	2.242	52.472	26.937	0.269	21.972
9019	2.247	52.479	26.94	0.266	22.021
9020	2.254	52.486	26.943	0.262	22.089
9021	2.21	52.492	26.946	0.288	21.658
9022	2.191	52.499	26.949	0.299	21.472
9023	2.206	52.505	26.952	0.291	21.619
9024	2.262	52.512	26.955	0.258	22.168
9025	2.342	52.519	26.958	0.211	22.952
9026	2.384	52.526	26.961	0.186	23.363
9027	2.364	52.533	26.964	0.198	23.167
9028	2.346	52.54	26.967	0.208	22.991
9029	2.338	52.547	26.97	0.213	22.912
9030	2.356	52.554	26.973	0.202	23.089
9031	2.344	52.561	26.976	0.209	22.971
9032	2.322	52.568	26.979	0.222	22.756
9033	2.334	52.575	26.982	0.215	22.873
9034	2.324	52.582	26.985	0.221	22.775
9035	2.326	52.589	26.988	0.22	22.795
9036	2.334	52.596	26.991	0.215	22.873
9037	2.29	52.603	26.994	0.241	22.442
9038	2.282	52.61	26.997	0.246	22.364
9039	2.27	52.616	27.0	0.253	22.246
9040	2.29	52.623	27.003	0.241	22.442
9041	2.231	52.63	27.006	0.276	21.864
9042	2.164	52.636	27.009	0.315	21.207
9043	2.172	52.643	27.012	0.311	21.286
9044	2.19	52.649	27.015	0.3	21.462
9045	2.162	52.656	27.018	0.316	21.188
9046	2.15	52.662	27.021	0.324	21.07
9047	2.17	52.669	27.024	0.312	21.266
9048	2.222	52.675	27.027	0.281	21.776
9049	2.186	52.682	27.03	0.302	21.423
9050	2.178	52.688	27.033	0.307	21.344
9051	2.206	52.695	27.036	0.291	21.619
9052	2.228	52.702	27.039	0.278	21.834
9053	2.284	52.709	27.042	0.245	22.383
9054	2.306	52.715	27.045	0.232	22.599
9055	2.34	52.722	27.048	0.212	22.932
9056	2.354	52.729	27.051	0.204	23.069
9057	2.346	52.736	27.054	0.208	22.991
9058	2.31	52.743	27.057	0.229	22.638
9059	2.302	52.75	27.06	0.234	22.56
9060	2.302	52.757	27.063	0.234	22.56
9061	2.351	52.764	27.066	0.205	23.04
9062	2.362	52.771	27.069	0.199	23.148
9063	2.33	52.778	27.072	0.218	22.834
9064	2.316	52.785	27.075	0.226	22.697
9065	2.271	52.792	27.078	0.252	22.256
9066	2.314	52.799	27.081	0.227	22.677
9067	2.314	52.806	27.083	0.227	22.677
9068	2.364	52.813	27.086	0.198	23.167
9069	2.346	52.82	27.089	0.208	22.991
9070	2.346	52.827	27.092	0.208	22.991
9071	2.34	52.834	27.095	0.212	22.932
9072	2.338	52.841	27.098	0.213	22.912
9073	2.348	52.848	27.101	0.207	23.01
9074	2.32	52.855	27.104	0.224	22.736
9075	2.346	52.862	27.107	0.208	22.991
9076	2.36	52.869	27.11	0.2	23.128
9077	2.343	52.876	27.113	0.21	22.961
9078	2.292	52.883	27.116	0.24	22.462
9079	2.255	52.889	27.119	0.262	22.099
9080	2.254	52.896	27.122	0.262	22.089
9081	2.21	52.903	27.125	0.288	21.658
9082	2.182	52.909	27.128	0.305	21.384
9083	2.166	52.916	27.131	0.314	21.227
9084	2.162	52.922	27.134	0.316	21.188
9085	2.154	52.929	27.137	0.321	21.109
9086	2.148	52.935	27.14	0.325	21.05
9087	2.17	52.941	27.143	0.312	21.266
9088	2.174	52.948	27.146	0.309	21.305
9089	2.15	52.954	27.149	0.324	21.07
9090	2.174	52.961	27.152	0.309	21.305
9091	2.204	52.967	27.155	0.292	21.599
9092	2.21	52.974	27.158	0.288	21.658
9093	2.226	52.981	27.161	0.279	21.815
9094	2.186	52.987	27.164	0.302	21.423
9095	2.223	52.994	27.167	0.281	21.785
9096	2.26	53.001	27.17	0.259	22.148
9097	2.34	53.008	27.173	0.212	22.932
9098	2.332	53.015	27.176	0.216	22.854
9099	2.366	53.022	27.179	0.196	23.187
9100	2.38	53.029	27.182	0.188	23.324
9101	2.38	53.036	27.185	0.188	23.324
9102	2.37	53.043	27.188	0.194	23.226
9103	2.34	53.05	27.191	0.212	22.932
9104	2.344	53.057	27.194	0.209	22.971
9105	2.334	53.064	27.197	0.215	22.873
9106	2.292	53.071	27.2	0.24	22.462
9107	2.268	53.077	27.203	0.254	22.226
9108	2.258	53.084	27.206	0.26	22.128
9109	2.23	53.091	27.209	0.276	21.854
9110	2.204	53.097	27.212	0.292	21.599
9111	2.18	53.104	27.215	0.306	21.364
9112	2.246	53.111	27.218	0.267	22.011
9113	2.224	53.117	27.221	0.28	21.795
9114	2.22	53.124	27.224	0.282	21.756
9115	2.182	53.13	27.227	0.305	21.384
9116	2.16	53.137	27.23	0.318	21.168
9117	2.164	53.143	27.233	0.315	21.207
9118	2.204	53.15	27.236	0.292	21.599
9119	2.223	53.157	27.239	0.281	21.785
9120	2.22	53.163	27.242	0.282	21.756
9121	2.246	53.17	27.245	0.267	22.011
9122	2.254	53.177	27.248	0.262	22.089
9123	2.23	53.183	27.251	0.276	21.854
9124	2.25	53.19	27.254	0.265	22.05
9125	2.274	53.197	27.257	0.251	22.285
9126	2.26	53.204	27.26	0.259	22.148
9127	2.154	53.21	27.263	0.321	21.109
9128	2.134	53.216	27.266	0.333	20.913
9129	2.174	53.223	27.269	0.309	21.305
9130	2.2	53.23	27.272	0.294	21.56
9131	2.222	53.236	27.275	0.281	21.776
9132	2.226	53.243	27.278	0.279	21.815
9133	2.226	53.249	27.281	0.279	21.815
9134	2.186	53.256	27.284	0.302	21.423
9135	2.178	53.262	27.287	0.307	21.344
9136	2.14	53.269	27.29	0.329	20.972
9137	2.158	53.275	27.293	0.319	21.148
9138	2.19	53.282	27.296	0.3	21.462
9139	2.206	53.288	27.299	0.291	21.619
9140	2.231	53.295	27.302	0.276	21.864
9141	2.196	53.302	27.305	0.296	21.521
9142	2.198	53.308	27.308	0.295	21.54
9143	2.218	53.315	27.311	0.284	21.736
9144	2.186	53.321	27.313	0.302	21.423
9145	2.206	53.328	27.316	0.291	21.619
9146	2.212	53.335	27.319	0.287	21.678
9147	2.198	53.341	27.322	0.295	21.54
9148	2.204	53.348	27.325	0.292	21.599
9149	2.21	53.354	27.328	0.288	21.658
9150	2.218	53.361	27.331	0.284	21.736
9151	2.246	53.368	27.334	0.267	22.011
9152	2.266	53.374	27.337	0.255	22.207
9153	2.21	53.381	27.34	0.288	21.658
9154	2.158	53.387	27.343	0.319	21.148
9155	2.14	53.394	27.346	0.329	20.972
9156	2.114	53.4	27.349	0.345	20.717
9157	2.116	53.407	27.352	0.344	20.737
9158	2.104	53.413	27.355	0.351	20.619
9159	2.154	53.419	27.358	0.321	21.109
9160	2.202	53.426	27.361	0.293	21.58
9161	2.228	53.432	27.364	0.278	21.834
9162	2.202	53.439	27.367	0.293	21.58
9163	2.198	53.446	27.37	0.295	21.54
9164	2.206	53.452	27.373	0.291	21.619
9165	2.207	53.459	27.376	0.29	21.629
9166	2.226	53.465	27.379	0.279	21.815
9167	2.222	53.472	27.382	0.281	21.776
9168	2.21	53.479	27.385	0.288	21.658
9169	2.13	53.485	27.388	0.335	20.874
9170	2.084	53.491	27.391	0.362	20.423
9171	2.068	53.497	27.394	0.372	20.266
9172	2.098	53.504	27.397	0.354	20.56
9173	2.114	53.51	27.4	0.345	20.717
9174	2.114	53.516	27.403	0.345	20.717
9175	2.14	53.523	27.406	0.329	20.972
9176	2.098	53.529	27.409	0.354	20.56
9177	2.078	53.535	27.412	0.366	20.364
9178	2.098	53.541	27.415	0.354	20.56
9179	2.114	53.548	27.418	0.345	20.717
9180	2.116	53.554	27.421	0.344	20.737
9181	2.111	53.56	27.424	0.346	20.688
9182	2.14	53.567	27.427	0.329	20.972
9183	2.203	53.573	27.43	0.292	21.589
9184	2.274	53.58	27.433	0.251	22.285
9185	2.32	53.587	27.436	0.224	22.736
9186	2.276	53.594	27.439	0.249	22.305
9187	2.216	53.601	27.442	0.285	21.717
9188	2.198	53.607	27.445	0.295	21.54
9189	2.19	53.614	27.448	0.3	21.462
9190	2.238	53.62	27.451	0.272	21.932
9191	2.234	53.627	27.454	0.274	21.893
9192	2.202	53.634	27.457	0.293	21.58
9193	2.17	53.64	27.46	0.312	21.266
9194	2.146	53.646	27.463	0.326	21.031
9195	2.124	53.653	27.466	0.339	20.815
9196	2.138	53.659	27.469	0.331	20.952
9197	2.154	53.666	27.472	0.321	21.109
9198	2.178	53.672	27.475	0.307	21.344
9199	2.194	53.679	27.478	0.298	21.501
9200	2.178	53.685	27.481	0.307	21.344
9201	2.159	53.692	27.484	0.318	21.158
9202	2.17	53.698	27.487	0.312	21.266
9203	2.148	53.705	27.49	0.325	21.05
9204	2.142	53.711	27.493	0.328	20.992
9205	2.188	53.717	27.496	0.301	21.442
9206	2.232	53.724	27.499	0.275	21.874
9207	2.3	53.731	27.502	0.235	22.54
9208	2.33	53.738	27.505	0.218	22.834
9209	2.382	53.745	27.508	0.187	23.344
9210	2.408	53.752	27.511	0.172	23.598
9211	2.383	53.759	27.514	0.186	23.353
9212	2.358	53.766	27.517	0.201	23.108
9213	2.332	53.773	27.52	0.216	22.854
9214	2.33	53.78	27.523	0.218	22.834
9215	2.358	53.787	27.526	0.201	23.108
9216	2.328	53.794	27.529	0.219	22.814
9217	2.346	53.801	27.532	0.208	22.991
9218	2.374	53.808	27.535	0.192	23.265
9219	2.404	53.816	27.538	0.174	23.559
9220	2.412	53.823	27.541	0.169	23.638
9221	2.39	53.83	27.543	0.182	23.422
9222	2.404	53.837	27.546	0.174	23.559
9223	2.396	53.844	27.549	0.179	23.481
9224	2.38	53.851	27.552	0.188	23.324
9225	2.33	53.858	27.555	0.218	22.834
9226	2.334	53.865	27.558	0.215	22.873
9227	2.322	53.872	27.561	0.222	22.756
9228	2.328	53.879	27.564	0.219	22.814
9229	2.346	53.886	27.567	0.208	22.991
9230	2.334	53.893	27.57	0.215	22.873
9231	2.318	53.9	27.573	0.225	22.716
9232	2.292	53.907	27.576	0.24	22.462
9233	2.284	53.914	27.579	0.245	22.383
9234	2.318	53.921	27.582	0.225	22.716
9235	2.33	53.928	27.585	0.218	22.834
9236	2.346	53.935	27.588	0.208	22.991
9237	2.32	53.942	27.591	0.224	22.736
9238	2.358	53.949	27.594	0.201	23.108
9239	2.364	53.956	27.597	0.198	23.167
9240	2.34	53.963	27.6	0.212	22.932
9241	2.33	53.97	27.603	0.218	22.834
9242	2.352	53.977	27.606	0.205	23.05
9243	2.354	53.984	27.609	0.204	23.069
9244	2.326	53.991	27.612	0.22	22.795
9245	2.282	53.998	27.615	0.246	22.364
9246	2.292	54.004	27.618	0.24	22.462
9247	2.279	54.011	27.621	0.248	22.334
9248	2.268	54.018	27.624	0.254	22.226
9249	2.306	54.025	27.627	0.232	22.599
9250	2.308	54.032	27.63	0.231	22.618
9251	2.292	54.039	27.633	0.24	22.462
9252	2.298	54.045	27.636	0.236	22.52
9253	2.306	54.052	27.639	0.232	22.599
9254	2.278	54.059	27.642	0.248	22.324
9255	2.282	54.066	27.645	0.246	22.364
9256	2.306	54.073	27.648	0.232	22.599
9257	2.306	54.08	27.651	0.232	22.599
9258	2.286	54.087	27.654	0.244	22.403
9259	2.298	54.093	27.657	0.236	22.52
9260	2.282	54.1	27.66	0.246	22.364
9261	2.274	54.107	27.663	0.251	22.285
9262	2.26	54.114	27.666	0.259	22.148
9263	2.278	54.121	27.669	0.248	22.324
9264	2.284	54.127	27.672	0.245	22.383
9265	2.322	54.134	27.675	0.222	22.756
9266	2.356	54.141	27.678	0.202	23.089
9267	2.364	54.148	27.681	0.198	23.167
9268	2.352	54.155	27.684	0.205	23.05
9269	2.326	54.162	27.687	0.22	22.795
9270	2.356	54.169	27.69	0.202	23.089
9271	2.342	54.176	27.693	0.211	22.952
9272	2.334	54.183	27.696	0.215	22.873
9273	2.328	54.19	27.699	0.219	22.814
9274	2.314	54.197	27.702	0.227	22.677
9275	2.322	54.204	27.705	0.222	22.756
9276	2.32	54.211	27.708	0.224	22.736
9277	2.31	54.218	27.711	0.229	22.638
9278	2.302	54.225	27.714	0.234	22.56
9279	2.33	54.232	27.717	0.218	22.834
9280	2.332	54.239	27.72	0.216	22.854
9281	2.314	54.246	27.723	0.227	22.677
9282	2.306	54.253	27.726	0.232	22.599
9283	2.276	54.259	27.729	0.249	22.305
9284	2.287	54.266	27.732	0.243	22.413
9285	2.34	54.273	27.735	0.212	22.932
9286	2.328	54.28	27.738	0.219	22.814
9287	2.278	54.287	27.741	0.248	22.324
9288	2.294	54.294	27.744	0.239	22.481
9289	2.296	54.301	27.747	0.238	22.501
9290	2.31	54.308	27.75	0.229	22.638
9291	2.286	54.314	27.753	0.244	22.403
9292	2.294	54.321	27.756	0.239	22.481
9293	2.31	54.328	27.759	0.229	22.638
9294	2.31	54.335	27.762	0.229	22.638
9295	2.294	54.342	27.765	0.239	22.481
9296	2.29	54.349	27.768	0.241	22.442
9297	2.29	54.356	27.771	0.241	22.442
9298	2.326	54.363	27.773	0.22	22.795
9299	2.318	54.37	27.776	0.225	22.716
9300	2.34	54.377	27.779	0.212	22.932
9301	2.364	54.384	27.782	0.198	23.167
9302	2.348	54.391	27.785	0.207	23.01
9303	2.35	54.398	27.788	0.206	23.03
9304	2.354	54.405	27.791	0.204	23.069
9305	2.35	54.412	27.794	0.206	23.03
9306	2.374	54.419	27.797	0.192	23.265
9307	2.338	54.426	27.8	0.213	22.912
9308	2.308	54.433	27.803	0.231	22.618
9309	2.322	54.44	27.806	0.222	22.756
9310	2.33	54.447	27.809	0.218	22.834
9311	2.35	54.454	27.812	0.206	23.03
9312	2.374	54.461	27.815	0.192	23.265
9313	2.348	54.468	27.818	0.207	23.01
9314	2.342	54.475	27.821	0.211	22.952
9315	2.314	54.482	27.824	0.227	22.677
9316	2.3	54.488	27.827	0.235	22.54
9317	2.266	54.495	27.83	0.255	22.207
9318	2.268	54.502	27.833	0.254	22.226
9319	2.295	54.509	27.836	0.238	22.491
9320	2.284	54.516	27.839	0.245	22.383
9321	2.244	54.522	27.842	0.268	21.991
9322	2.218	54.529	27.845	0.284	21.736
9323	2.284	54.536	27.848	0.245	22.383
9324	2.36	54.543	27.851	0.2	23.128
9325	2.38	54.55	27.854	0.188	23.324
9326	2.382	54.557	27.857	0.187	23.344
9327	2.348	54.564	27.86	0.207	23.01
9328	2.326	54.571	27.863	0.22	22.795
9329	2.29	54.578	27.866	0.241	22.442
9330	2.286	54.585	27.869	0.244	22.403
9331	2.318	54.592	27.872	0.225	22.716
9332	2.324	54.599	27.875	0.221	22.775
9333	2.294	54.605	27.878	0.239	22.481
9334	2.274	54.612	27.881	0.251	22.285
9335	2.332	54.619	27.884	0.216	22.854
9336	2.322	54.626	27.887	0.222	22.756
9337	2.282	54.633	27.89	0.246	22.364
9338	2.322	54.64	27.893	0.222	22.756
9339	2.351	54.647	27.896	0.205	23.04
9340	2.36	54.654	27.899	0.2	23.128
9341	2.299	54.661	27.902	0.236	22.53
9342	2.3	54.668	27.905	0.235	22.54
9343	2.372	54.675	27.908	0.193	23.246
9344	2.334	54.682	27.911	0.215	22.873
9345	2.332	54.689	27.914	0.216	22.854
9346	2.362	54.696	27.917	0.199	23.148
9347	2.294	54.703	27.92	0.239	22.481
9348	2.282	54.709	27.923	0.246	22.364
9349	2.214	54.716	27.926	0.286	21.697
9350	2.226	54.723	27.929	0.279	21.815
9351	2.31	54.73	27.932	0.229	22.638
9352	2.346	54.737	27.935	0.208	22.991
9353	2.264	54.743	27.938	0.256	22.187
9354	2.23	54.75	27.941	0.276	21.854
9355	2.268	54.757	27.944	0.254	22.226
9356	2.286	54.764	27.947	0.244	22.403
9357	2.236	54.77	27.95	0.273	21.913
9358	2.224	54.777	27.953	0.28	21.795
9359	2.312	54.784	27.956	0.228	22.658
9360	2.282	54.791	27.959	0.246	22.364
9361	2.278	54.797	27.962	0.248	22.324
9362	2.382	54.805	27.965	0.187	23.344
9363	2.314	54.812	27.968	0.227	22.677
9364	2.282	54.818	27.971	0.246	22.364
9365	2.276	54.825	27.974	0.249	22.305
9366	2.342	54.832	27.977	0.211	22.952
9367	2.292	54.839	27.98	0.24	22.462
9368	2.292	54.846	27.983	0.24	22.462
9369	2.286	54.853	27.986	0.244	22.403
9370	2.247	54.859	27.989	0.266	22.021
9371	2.186	54.866	27.992	0.302	21.423
9372	2.196	54.872	27.995	0.296	21.521
9373	2.242	54.879	27.998	0.269	21.972
9374	2.326	54.886	28.001	0.22	22.795
9375	2.314	54.893	28.004	0.227	22.677
9376	2.306	54.9	28.006	0.232	22.599
9377	2.254	54.907	28.009	0.262	22.089
9378	2.228	54.913	28.012	0.278	21.834
9379	2.286	54.92	28.015	0.244	22.403
9380	2.27	54.927	28.018	0.253	22.246
9381	2.226	54.934	28.021	0.279	21.815
9382	2.236	54.94	28.024	0.273	21.913
9383	2.268	54.947	28.027	0.254	22.226
9384	2.19	54.954	28.03	0.3	21.462
9385	2.182	54.96	28.033	0.305	21.384
9386	2.19	54.967	28.036	0.3	21.462
9387	2.246	54.973	28.039	0.267	22.011
9388	2.335	54.98	28.042	0.215	22.883
9389	2.332	54.987	28.045	0.216	22.854
9390	2.282	54.994	28.048	0.246	22.364
9391	2.302	55.001	28.051	0.234	22.56
9392	2.282	55.008	28.054	0.246	22.364
9393	2.278	55.015	28.057	0.248	22.324
9394	2.292	55.021	28.06	0.24	22.462
9395	2.274	55.028	28.063	0.251	22.285
9396	2.282	55.035	28.066	0.246	22.364
9397	2.274	55.042	28.069	0.251	22.285
9398	2.264	55.049	28.072	0.256	22.187
9399	2.27	55.055	28.075	0.253	22.246
9400	2.311	55.062	28.078	0.229	22.648
9401	2.294	55.069	28.081	0.239	22.481
9402	2.268	55.076	28.084	0.254	22.226
9403	2.286	55.083	28.087	0.244	22.403
9404	2.276	55.089	28.09	0.249	22.305
9405	2.308	55.096	28.093	0.231	22.618
9406	2.31	55.103	28.096	0.229	22.638
9407	2.3	55.11	28.099	0.235	22.54
9408	2.279	55.117	28.102	0.248	22.334
9409	2.278	55.124	28.105	0.248	22.324
9410	2.262	55.131	28.108	0.258	22.168
9411	2.23	55.137	28.111	0.276	21.854
9412	2.242	55.144	28.114	0.269	21.972
9413	2.268	55.151	28.117	0.254	22.226
9414	2.311	55.158	28.12	0.229	22.648
9415	2.324	55.165	28.123	0.221	22.775
9416	2.31	55.171	28.126	0.229	22.638
9417	2.276	55.178	28.129	0.249	22.305
9418	2.294	55.185	28.132	0.239	22.481
9419	2.3	55.192	28.135	0.235	22.54
9420	2.31	55.199	28.138	0.229	22.638
9421	2.29	55.206	28.141	0.241	22.442
9422	2.286	55.212	28.144	0.244	22.403
9423	2.274	55.219	28.147	0.251	22.285
9424	2.318	55.226	28.15	0.225	22.716
9425	2.294	55.233	28.153	0.239	22.481
9426	2.308	55.24	28.156	0.231	22.618
9427	2.31	55.247	28.159	0.229	22.638
9428	2.314	55.254	28.162	0.227	22.677
9429	2.3	55.261	28.165	0.235	22.54
9430	2.326	55.268	28.168	0.22	22.795
9431	2.31	55.274	28.171	0.229	22.638
9432	2.3	55.281	28.174	0.235	22.54
9433	2.29	55.288	28.177	0.241	22.442
9434	2.29	55.295	28.18	0.241	22.442
9435	2.32	55.302	28.183	0.224	22.736
9436	2.314	55.309	28.186	0.227	22.677
9437	2.322	55.316	28.189	0.222	22.756
9438	2.314	55.323	28.192	0.227	22.677
9439	2.326	55.33	28.195	0.22	22.795
9440	2.328	55.337	28.198	0.219	22.814
9441	2.308	55.344	28.201	0.231	22.618
9442	2.3	55.35	28.204	0.235	22.54
9443	2.316	55.357	28.207	0.226	22.697
9444	2.314	55.364	28.21	0.227	22.677
9445	2.29	55.371	28.213	0.241	22.442
9446	2.29	55.378	28.216	0.241	22.442
9447	2.284	55.385	28.219	0.245	22.383
9448	2.248	55.391	28.222	0.266	22.03
9449	2.276	55.398	28.225	0.249	22.305
9450	2.27	55.405	28.228	0.253	22.246
9451	2.29	55.412	28.231	0.241	22.442
9452	2.284	55.419	28.234	0.245	22.383
9453	2.264	55.425	28.236	0.256	22.187
