depthft	density_gcc	s_v	hydrostatic_pres	porosity	gradient
6317	2.287	34.401	18.869	0.243	22.413
6318	2.234	34.408	18.872	0.274	21.893
6319	2.194	34.414	18.875	0.298	21.501
6320	2.136	34.421	18.878	0.332	20.933
6321	2.174	34.427	18.881	0.309	21.305
6322	2.16	34.434	18.884	0.318	21.168
6323	2.14	34.44	18.887	0.329	20.972
6324	2.162	34.446	18.89	0.316	21.188
6325	2.182	34.453	18.893	0.305	21.384
6326	2.21	34.46	18.896	0.288	21.658
6327	2.204	34.466	18.899	0.292	21.599
6328	2.207	34.473	18.902	0.29	21.629
6329	2.19	34.479	18.905	0.3	21.462
6330	2.214	34.486	18.908	0.286	21.697
6331	2.206	34.492	18.911	0.291	21.619
6332	2.206	34.499	18.914	0.291	21.619
6333	2.218	34.506	18.917	0.284	21.736
6334	2.218	34.512	18.92	0.284	21.736
6335	2.212	34.519	18.923	0.287	21.678
6336	2.194	34.525	18.926	0.298	21.501
6337	2.226	34.532	18.929	0.279	21.815
6338	2.194	34.539	18.932	0.298	21.501
6339	2.148	34.545	18.935	0.325	21.05
6340	2.148	34.551	18.938	0.325	21.05
6341	2.163	34.558	18.941	0.316	21.197
6342	2.194	34.564	18.944	0.298	21.501
6343	2.226	34.571	18.947	0.279	21.815
6344	2.25	34.578	18.95	0.265	22.05
6345	2.279	34.585	18.953	0.248	22.334
6346	2.27	34.591	18.956	0.253	22.246
6347	2.242	34.598	18.959	0.269	21.972
6348	2.198	34.605	18.962	0.295	21.54
6349	2.191	34.611	18.965	0.299	21.472
6350	2.142	34.618	18.968	0.328	20.992
6351	2.134	34.624	18.971	0.333	20.913
6352	2.156	34.63	18.974	0.32	21.129
6353	2.17	34.637	18.977	0.312	21.266
6354	2.17	34.643	18.98	0.312	21.266
6355	2.154	34.65	18.983	0.321	21.109
6356	2.156	34.656	18.986	0.32	21.129
6357	2.206	34.663	18.989	0.291	21.619
6358	2.218	34.67	18.992	0.284	21.736
6359	2.22	34.676	18.995	0.282	21.756
6360	2.19	34.683	18.998	0.3	21.462
6361	2.174	34.689	19.001	0.309	21.305
6362	2.188	34.696	19.004	0.301	21.442
6363	2.21	34.702	19.007	0.288	21.658
6364	2.262	34.709	19.01	0.258	22.168
6365	2.25	34.716	19.013	0.265	22.05
6366	2.234	34.722	19.015	0.274	21.893
6367	2.226	34.729	19.018	0.279	21.815
6368	2.199	34.736	19.021	0.295	21.55
6369	2.194	34.742	19.024	0.298	21.501
6370	2.191	34.749	19.027	0.299	21.472
6371	2.182	34.755	19.03	0.305	21.384
6372	2.216	34.762	19.033	0.285	21.717
6373	2.186	34.768	19.036	0.302	21.423
6374	2.198	34.775	19.039	0.295	21.54
6375	2.158	34.781	19.042	0.319	21.148
6376	2.182	34.788	19.045	0.305	21.384
6377	2.2	34.795	19.048	0.294	21.56
6378	2.207	34.801	19.051	0.29	21.629
6379	2.19	34.808	19.054	0.3	21.462
6380	2.17	34.814	19.057	0.312	21.266
6381	2.17	34.821	19.06	0.312	21.266
6382	2.127	34.827	19.063	0.337	20.845
6383	2.106	34.833	19.066	0.349	20.639
6384	2.09	34.84	19.069	0.359	20.482
6385	2.1	34.846	19.072	0.353	20.58
6386	2.07	34.852	19.075	0.371	20.286
6387	2.1	34.858	19.078	0.353	20.58
6388	2.166	34.865	19.081	0.314	21.227
6389	2.166	34.871	19.084	0.314	21.227
6390	2.194	34.878	19.087	0.298	21.501
6391	2.162	34.884	19.09	0.316	21.188
6392	2.162	34.891	19.093	0.316	21.188
6393	2.11	34.897	19.096	0.347	20.678
6394	2.134	34.903	19.099	0.333	20.913
6395	2.218	34.91	19.102	0.284	21.736
6396	2.234	34.917	19.105	0.274	21.893
6397	2.198	34.923	19.108	0.295	21.54
6398	2.182	34.93	19.111	0.305	21.384
6399	2.1	34.936	19.114	0.353	20.58
6400	2.146	34.942	19.117	0.326	21.031
6401	2.186	34.949	19.12	0.302	21.423
6402	2.222	34.956	19.123	0.281	21.776
6403	2.226	34.962	19.126	0.279	21.815
6404	2.198	34.969	19.129	0.295	21.54
6405	2.154	34.975	19.132	0.321	21.109
6406	2.178	34.982	19.135	0.307	21.344
6407	2.232	34.988	19.138	0.275	21.874
6408	2.218	34.995	19.141	0.284	21.736
6409	2.202	35.002	19.144	0.293	21.58
6410	2.226	35.008	19.147	0.279	21.815
6411	2.226	35.015	19.15	0.279	21.815
6412	2.186	35.021	19.153	0.302	21.423
6413	2.196	35.028	19.156	0.296	21.521
6414	2.21	35.035	19.159	0.288	21.658
6415	2.274	35.041	19.162	0.251	22.285
6416	2.242	35.048	19.165	0.269	21.972
6417	2.23	35.055	19.168	0.276	21.854
6418	2.2	35.061	19.171	0.294	21.56
6419	2.182	35.068	19.174	0.305	21.384
6420	2.196	35.074	19.177	0.296	21.521
6421	2.198	35.081	19.18	0.295	21.54
6422	2.204	35.088	19.183	0.292	21.599
6423	2.188	35.094	19.186	0.301	21.442
6424	2.178	35.101	19.189	0.307	21.344
6425	2.19	35.107	19.192	0.3	21.462
6426	2.18	35.114	19.195	0.306	21.364
6427	2.183	35.12	19.198	0.304	21.393
6428	2.21	35.127	19.201	0.288	21.658
6429	2.208	35.133	19.204	0.289	21.638
6430	2.26	35.14	19.207	0.259	22.148
6431	2.24	35.147	19.21	0.271	21.952
6432	2.246	35.154	19.213	0.267	22.011
6433	2.23	35.16	19.216	0.276	21.854
6434	2.258	35.167	19.219	0.26	22.128
6435	2.286	35.174	19.222	0.244	22.403
6436	2.284	35.181	19.225	0.245	22.383
6437	2.322	35.188	19.228	0.222	22.756
6438	2.29	35.194	19.231	0.241	22.442
6439	2.299	35.201	19.234	0.236	22.53
6440	2.316	35.208	19.237	0.226	22.697
6441	2.318	35.215	19.24	0.225	22.716
6442	2.346	35.222	19.243	0.208	22.991
6443	2.252	35.229	19.245	0.264	22.07
6444	2.252	35.236	19.248	0.264	22.07
6445	2.246	35.242	19.251	0.267	22.011
6446	2.284	35.249	19.254	0.245	22.383
6447	2.286	35.256	19.257	0.244	22.403
6448	2.267	35.263	19.26	0.255	22.217
6449	2.267	35.269	19.263	0.255	22.217
6450	2.231	35.276	19.266	0.276	21.864
6451	2.262	35.283	19.269	0.258	22.168
6452	2.238	35.29	19.272	0.272	21.932
6453	2.238	35.296	19.275	0.272	21.932
6454	2.248	35.303	19.278	0.266	22.03
6455	2.266	35.31	19.281	0.255	22.207
6456	2.276	35.316	19.284	0.249	22.305
6457	2.262	35.323	19.287	0.258	22.168
6458	2.282	35.33	19.29	0.246	22.364
6459	2.298	35.337	19.293	0.236	22.52
6460	2.294	35.344	19.296	0.239	22.481
6461	2.262	35.351	19.299	0.258	22.168
6462	2.278	35.357	19.302	0.248	22.324
6463	2.294	35.364	19.305	0.239	22.481
6464	2.239	35.371	19.308	0.271	21.942
6465	2.263	35.378	19.311	0.257	22.177
6466	2.262	35.384	19.314	0.258	22.168
6467	2.246	35.391	19.317	0.267	22.011
6468	2.239	35.398	19.32	0.271	21.942
6469	2.246	35.405	19.323	0.267	22.011
6470	2.25	35.411	19.326	0.265	22.05
6471	2.266	35.418	19.329	0.255	22.207
6472	2.246	35.425	19.332	0.267	22.011
6473	2.234	35.431	19.335	0.274	21.893
6474	2.268	35.438	19.338	0.254	22.226
6475	2.21	35.445	19.341	0.288	21.658
6476	2.204	35.451	19.344	0.292	21.599
6477	2.214	35.458	19.347	0.286	21.697
6478	2.228	35.465	19.35	0.278	21.834
6479	2.254	35.471	19.353	0.262	22.089
6480	2.24	35.478	19.356	0.271	21.952
6481	2.228	35.485	19.359	0.278	21.834
6482	2.26	35.491	19.362	0.259	22.148
6483	2.29	35.498	19.365	0.241	22.442
6484	2.298	35.505	19.368	0.236	22.52
6485	2.262	35.512	19.371	0.258	22.168
6486	2.274	35.519	19.374	0.251	22.285
6487	2.294	35.526	19.377	0.239	22.481
6488	2.318	35.532	19.38	0.225	22.716
6489	2.298	35.539	19.383	0.236	22.52
6490	2.244	35.546	19.386	0.268	21.991
6491	2.256	35.553	19.389	0.261	22.109
6492	2.24	35.559	19.392	0.271	21.952
6493	2.238	35.566	19.395	0.272	21.932
6494	2.22	35.573	19.398	0.282	21.756
6495	2.21	35.579	19.401	0.288	21.658
6496	2.228	35.586	19.404	0.278	21.834
6497	2.228	35.593	19.407	0.278	21.834
6498	2.26	35.599	19.41	0.259	22.148
6499	2.244	35.606	19.413	0.268	21.991
6500	2.228	35.613	19.416	0.278	21.834
6501	2.282	35.62	19.419	0.246	22.364
6502	2.276	35.626	19.422	0.249	22.305
6503	2.27	35.633	19.425	0.253	22.246
6504	2.29	35.64	19.428	0.241	22.442
6505	2.324	35.647	19.431	0.221	22.775
6506	2.31	35.654	19.434	0.229	22.638
6507	2.25	35.661	19.437	0.265	22.05
6508	2.278	35.667	19.44	0.248	22.324
6509	2.264	35.674	19.443	0.256	22.187
6510	2.231	35.681	19.446	0.276	21.864
6511	2.186	35.687	19.449	0.302	21.423
6512	2.142	35.694	19.452	0.328	20.992
6513	2.136	35.7	19.455	0.332	20.933
6514	2.15	35.707	19.458	0.324	21.07
6515	2.13	35.713	19.461	0.335	20.874
6516	2.138	35.719	19.464	0.331	20.952
6517	2.148	35.726	19.467	0.325	21.05
6518	2.127	35.732	19.47	0.337	20.845
6519	2.126	35.738	19.473	0.338	20.835
6520	2.138	35.745	19.476	0.331	20.952
6521	2.146	35.751	19.478	0.326	21.031
6522	2.162	35.758	19.481	0.316	21.188
6523	2.14	35.764	19.484	0.329	20.972
6524	2.13	35.77	19.487	0.335	20.874
6525	2.134	35.777	19.49	0.333	20.913
6526	2.142	35.783	19.493	0.328	20.992
6527	2.14	35.79	19.496	0.329	20.972
6528	2.148	35.796	19.499	0.325	21.05
6529	2.17	35.803	19.502	0.312	21.266
6530	2.154	35.809	19.505	0.321	21.109
6531	2.218	35.816	19.508	0.284	21.736
6532	2.231	35.822	19.511	0.276	21.864
6533	2.186	35.829	19.514	0.302	21.423
6534	2.202	35.835	19.517	0.293	21.58
6535	2.204	35.842	19.52	0.292	21.599
6536	2.232	35.849	19.523	0.275	21.874
6537	2.224	35.855	19.526	0.28	21.795
6538	2.232	35.862	19.529	0.275	21.874
6539	2.236	35.869	19.532	0.273	21.913
6540	2.199	35.875	19.535	0.295	21.55
6541	2.212	35.882	19.538	0.287	21.678
6542	2.222	35.888	19.541	0.281	21.776
6543	2.238	35.895	19.544	0.272	21.932
6544	2.306	35.902	19.547	0.232	22.599
6545	2.282	35.909	19.55	0.246	22.364
6546	2.286	35.916	19.553	0.244	22.403
6547	2.266	35.922	19.556	0.255	22.207
6548	2.27	35.929	19.559	0.253	22.246
6549	2.276	35.936	19.562	0.249	22.305
6550	2.254	35.943	19.565	0.262	22.089
6551	2.218	35.949	19.568	0.284	21.736
6552	2.174	35.956	19.571	0.309	21.305
6553	2.186	35.962	19.574	0.302	21.423
6554	2.174	35.969	19.577	0.309	21.305
6555	2.162	35.975	19.58	0.316	21.188
6556	2.178	35.982	19.583	0.307	21.344
6557	2.174	35.988	19.586	0.309	21.305
6558	2.166	35.995	19.589	0.314	21.227
6559	2.146	36.001	19.592	0.326	21.031
6560	2.138	36.008	19.595	0.331	20.952
6561	2.148	36.014	19.598	0.325	21.05
6562	2.136	36.02	19.601	0.332	20.933
6563	2.116	36.027	19.604	0.344	20.737
6564	2.138	36.033	19.607	0.331	20.952
6565	2.154	36.039	19.61	0.321	21.109
6566	2.174	36.046	19.613	0.309	21.305
6567	2.146	36.052	19.616	0.326	21.031
6568	2.136	36.059	19.619	0.332	20.933
6569	2.166	36.065	19.622	0.314	21.227
6570	2.168	36.072	19.625	0.313	21.246
6571	2.21	36.078	19.628	0.288	21.658
6572	2.258	36.085	19.631	0.26	22.128
6573	2.279	36.092	19.634	0.248	22.334
6574	2.262	36.099	19.637	0.258	22.168
6575	2.236	36.105	19.64	0.273	21.913
6576	2.154	36.112	19.643	0.321	21.109
6577	2.188	36.118	19.646	0.301	21.442
6578	2.182	36.125	19.649	0.305	21.384
6579	2.182	36.131	19.652	0.305	21.384
6580	2.206	36.138	19.655	0.291	21.619
6581	2.192	36.144	19.658	0.299	21.482
6582	2.21	36.151	19.661	0.288	21.658
6583	2.139	36.157	19.664	0.33	20.962
6584	2.17	36.164	19.667	0.312	21.266
6585	2.156	36.17	19.67	0.32	21.129
6586	2.146	36.177	19.673	0.326	21.031
6587	2.134	36.183	19.676	0.333	20.913
6588	2.118	36.189	19.679	0.342	20.756
6589	2.142	36.196	19.682	0.328	20.992
6590	2.156	36.202	19.685	0.32	21.129
6591	2.134	36.209	19.688	0.333	20.913
6592	2.146	36.215	19.691	0.326	21.031
6593	2.188	36.222	19.694	0.301	21.442
6594	2.167	36.228	19.697	0.314	21.237
6595	2.16	36.235	19.7	0.318	21.168
6596	2.156	36.241	19.703	0.32	21.129
6597	2.159	36.247	19.706	0.318	21.158
6598	2.154	36.254	19.708	0.321	21.109
6599	2.164	36.26	19.711	0.315	21.207
6600	2.172	36.267	19.714	0.311	21.286
6601	2.18	36.273	19.717	0.306	21.364
6602	2.214	36.28	19.72	0.286	21.697
6603	2.24	36.287	19.723	0.271	21.952
6604	2.25	36.293	19.726	0.265	22.05
6605	2.247	36.3	19.729	0.266	22.021
6606	2.206	36.307	19.732	0.291	21.619
6607	2.216	36.313	19.735	0.285	21.717
6608	2.244	36.32	19.738	0.268	21.991
6609	2.223	36.327	19.741	0.281	21.785
6610	2.198	36.333	19.744	0.295	21.54
6611	2.21	36.34	19.747	0.288	21.658
6612	2.252	36.347	19.75	0.264	22.07
6613	2.214	36.353	19.753	0.286	21.697
6614	2.198	36.36	19.756	0.295	21.54
6615	2.194	36.366	19.759	0.298	21.501
6616	2.154	36.373	19.762	0.321	21.109
6617	2.106	36.379	19.765	0.349	20.639
6618	2.17	36.385	19.768	0.312	21.266
6619	2.256	36.392	19.771	0.261	22.109
6620	2.228	36.399	19.774	0.278	21.834
6621	2.244	36.406	19.777	0.268	21.991
6622	2.284	36.412	19.78	0.245	22.383
6623	2.3	36.419	19.783	0.235	22.54
6624	2.282	36.426	19.786	0.246	22.364
6625	2.274	36.433	19.789	0.251	22.285
6626	2.278	36.44	19.792	0.248	22.324
6627	2.292	36.447	19.795	0.24	22.462
6628	2.23	36.453	19.798	0.276	21.854
6629	2.196	36.46	19.801	0.296	21.521
6630	2.194	36.466	19.804	0.298	21.501
6631	2.226	36.473	19.807	0.279	21.815
6632	2.202	36.48	19.81	0.293	21.58
6633	2.182	36.486	19.813	0.305	21.384
6634	2.166	36.493	19.816	0.314	21.227
6635	2.186	36.499	19.819	0.302	21.423
6636	2.214	36.506	19.822	0.286	21.697
6637	2.244	36.512	19.825	0.268	21.991
6638	2.22	36.519	19.828	0.282	21.756
6639	2.224	36.526	19.831	0.28	21.795
6640	2.274	36.532	19.834	0.251	22.285
6641	2.268	36.539	19.837	0.254	22.226
6642	2.25	36.546	19.84	0.265	22.05
6643	2.264	36.553	19.843	0.256	22.187
6644	2.274	36.559	19.846	0.251	22.285
6645	2.288	36.566	19.849	0.242	22.422
6646	2.31	36.573	19.852	0.229	22.638
6647	2.29	36.58	19.855	0.241	22.442
6648	2.298	36.587	19.858	0.236	22.52
6649	2.294	36.594	19.861	0.239	22.481
6650	2.294	36.601	19.864	0.239	22.481
6651	2.366	36.608	19.867	0.196	23.187
6652	2.36	36.615	19.87	0.2	23.128
6653	2.322	36.622	19.873	0.222	22.756
6654	2.274	36.628	19.876	0.251	22.285
6655	2.254	36.635	19.879	0.262	22.089
6656	2.267	36.642	19.882	0.255	22.217
6657	2.26	36.649	19.885	0.259	22.148
6658	2.242	36.655	19.888	0.269	21.972
6659	2.236	36.662	19.891	0.273	21.913
6660	2.246	36.669	19.894	0.267	22.011
6661	2.258	36.676	19.897	0.26	22.128
6662	2.274	36.682	19.9	0.251	22.285
6663	2.218	36.689	19.903	0.284	21.736
6664	2.239	36.696	19.906	0.271	21.942
6665	2.266	36.702	19.909	0.255	22.207
6666	2.302	36.709	19.912	0.234	22.56
6667	2.316	36.716	19.915	0.226	22.697
6668	2.274	36.723	19.918	0.251	22.285
6669	2.298	36.73	19.921	0.236	22.52
6670	2.274	36.737	19.924	0.251	22.285
6671	2.262	36.743	19.927	0.258	22.168
6672	2.27	36.75	19.93	0.253	22.246
6673	2.262	36.757	19.933	0.258	22.168
6674	2.236	36.764	19.936	0.273	21.913
6675	2.222	36.77	19.938	0.281	21.776
6676	2.204	36.777	19.941	0.292	21.599
6677	2.183	36.783	19.944	0.304	21.393
6678	2.142	36.79	19.947	0.328	20.992
6679	2.198	36.796	19.95	0.295	21.54
6680	2.22	36.803	19.953	0.282	21.756
6681	2.198	36.81	19.956	0.295	21.54
6682	2.218	36.816	19.959	0.284	21.736
6683	2.214	36.823	19.962	0.286	21.697
6684	2.208	36.829	19.965	0.289	21.638
6685	2.198	36.836	19.968	0.295	21.54
6686	2.207	36.843	19.971	0.29	21.629
6687	2.212	36.849	19.974	0.287	21.678
6688	2.228	36.856	19.977	0.278	21.834
6689	2.238	36.862	19.98	0.272	21.932
6690	2.294	36.869	19.983	0.239	22.481
6691	2.298	36.876	19.986	0.236	22.52
6692	2.278	36.883	19.989	0.248	22.324
6693	2.286	36.89	19.992	0.244	22.403
6694	2.282	36.897	19.995	0.246	22.364
6695	2.246	36.903	19.998	0.267	22.011
6696	2.25	36.91	20.001	0.265	22.05
6697	2.234	36.917	20.004	0.274	21.893
6698	2.268	36.924	20.007	0.254	22.226
6699	2.254	36.93	20.01	0.262	22.089
6700	2.25	36.937	20.013	0.265	22.05
6701	2.25	36.944	20.016	0.265	22.05
6702	2.25	36.95	20.019	0.265	22.05
6703	2.252	36.957	20.022	0.264	22.07
6704	2.23	36.964	20.025	0.276	21.854
6705	2.247	36.971	20.028	0.266	22.021
6706	2.27	36.977	20.031	0.253	22.246
6707	2.278	36.984	20.034	0.248	22.324
6708	2.268	36.991	20.037	0.254	22.226
6709	2.234	36.998	20.04	0.274	21.893
6710	2.227	37.004	20.043	0.278	21.825
6711	2.199	37.011	20.046	0.295	21.55
6712	2.184	37.017	20.049	0.304	21.403
6713	2.076	37.023	20.052	0.367	20.345
6714	2.114	37.03	20.055	0.345	20.717
6715	2.18	37.036	20.058	0.306	21.364
6716	2.166	37.043	20.061	0.314	21.227
6717	2.212	37.049	20.064	0.287	21.678
6718	2.162	37.056	20.067	0.316	21.188
6719	2.172	37.062	20.07	0.311	21.286
6720	2.178	37.069	20.073	0.307	21.344
6721	2.22	37.075	20.076	0.282	21.756
6722	2.274	37.082	20.079	0.251	22.285
6723	2.278	37.089	20.082	0.248	22.324
6724	2.276	37.096	20.085	0.249	22.305
6725	2.284	37.103	20.088	0.245	22.383
6726	2.268	37.109	20.091	0.254	22.226
6727	2.294	37.116	20.094	0.239	22.481
6728	2.282	37.123	20.097	0.246	22.364
6729	2.256	37.13	20.1	0.261	22.109
6730	2.226	37.137	20.103	0.279	21.815
6731	2.194	37.143	20.106	0.298	21.501
6732	2.206	37.15	20.109	0.291	21.619
6733	2.198	37.156	20.112	0.295	21.54
6734	2.216	37.163	20.115	0.285	21.717
6735	2.234	37.17	20.118	0.274	21.893
6736	2.25	37.176	20.121	0.265	22.05
6737	2.242	37.183	20.124	0.269	21.972
6738	2.214	37.19	20.127	0.286	21.697
6739	2.231	37.196	20.13	0.276	21.864
6740	2.246	37.203	20.133	0.267	22.011
6741	2.214	37.21	20.136	0.286	21.697
6742	2.246	37.216	20.139	0.267	22.011
6743	2.218	37.223	20.142	0.284	21.736
6744	2.19	37.229	20.145	0.3	21.462
6745	2.186	37.236	20.148	0.302	21.423
6746	2.214	37.243	20.151	0.286	21.697
6747	2.23	37.249	20.154	0.276	21.854
6748	2.232	37.256	20.157	0.275	21.874
6749	2.231	37.263	20.16	0.276	21.864
6750	2.21	37.269	20.163	0.288	21.658
6751	2.196	37.276	20.166	0.296	21.521
6752	2.222	37.282	20.168	0.281	21.776
6753	2.196	37.289	20.171	0.296	21.521
6754	2.218	37.296	20.174	0.284	21.736
6755	2.174	37.302	20.177	0.309	21.305
6756	2.159	37.308	20.18	0.318	21.158
6757	2.158	37.315	20.183	0.319	21.148
6758	2.215	37.322	20.186	0.285	21.707
6759	2.194	37.328	20.189	0.298	21.501
6760	2.17	37.335	20.192	0.312	21.266
6761	2.214	37.341	20.195	0.286	21.697
6762	2.208	37.348	20.198	0.289	21.638
6763	2.202	37.354	20.201	0.293	21.58
6764	2.22	37.361	20.204	0.282	21.756
6765	2.246	37.368	20.207	0.267	22.011
6766	2.218	37.374	20.21	0.284	21.736
6767	2.222	37.381	20.213	0.281	21.776
6768	2.196	37.388	20.216	0.296	21.521
6769	2.126	37.394	20.219	0.338	20.835
6770	2.1	37.4	20.222	0.353	20.58
6771	2.102	37.406	20.225	0.352	20.6
6772	2.132	37.413	20.228	0.334	20.894
6773	2.162	37.419	20.231	0.316	21.188
6774	2.152	37.426	20.234	0.322	21.09
6775	2.156	37.432	20.237	0.32	21.129
6776	2.14	37.439	20.24	0.329	20.972
6777	2.172	37.445	20.243	0.311	21.286
6778	2.198	37.452	20.246	0.295	21.54
6779	2.158	37.458	20.249	0.319	21.148
6780	2.148	37.464	20.252	0.325	21.05
6781	2.126	37.471	20.255	0.338	20.835
6782	2.182	37.477	20.258	0.305	21.384
6783	2.15	37.484	20.261	0.324	21.07
6784	2.124	37.49	20.264	0.339	20.815
6785	2.164	37.497	20.267	0.315	21.207
6786	2.159	37.503	20.27	0.318	21.158
6787	2.122	37.509	20.273	0.34	20.796
6788	2.154	37.516	20.276	0.321	21.109
6789	2.156	37.522	20.279	0.32	21.129
6790	2.134	37.529	20.282	0.333	20.913
6791	2.132	37.535	20.285	0.334	20.894
6792	2.158	37.541	20.288	0.319	21.148
6793	2.23	37.548	20.291	0.276	21.854
6794	2.223	37.555	20.294	0.281	21.785
6795	2.202	37.561	20.297	0.293	21.58
6796	2.238	37.568	20.3	0.272	21.932
6797	2.276	37.575	20.303	0.249	22.305
6798	2.244	37.581	20.306	0.268	21.991
6799	2.228	37.588	20.309	0.278	21.834
6800	2.204	37.595	20.312	0.292	21.599
6801	2.188	37.601	20.315	0.301	21.442
6802	2.188	37.608	20.318	0.301	21.442
6803	2.212	37.614	20.321	0.287	21.678
6804	2.174	37.621	20.324	0.309	21.305
6805	2.182	37.627	20.327	0.305	21.384
6806	2.21	37.634	20.33	0.288	21.658
6807	2.214	37.641	20.333	0.286	21.697
6808	2.214	37.647	20.336	0.286	21.697
6809	2.167	37.654	20.339	0.314	21.237
6810	2.126	37.66	20.342	0.338	20.835
6811	2.178	37.667	20.345	0.307	21.344
6812	2.182	37.673	20.348	0.305	21.384
6813	2.194	37.68	20.351	0.298	21.501
6814	2.204	37.686	20.354	0.292	21.599
6815	2.182	37.693	20.357	0.305	21.384
6816	2.228	37.699	20.36	0.278	21.834
6817	2.223	37.706	20.363	0.281	21.785
6818	2.22	37.713	20.366	0.282	21.756
6819	2.214	37.719	20.369	0.286	21.697
6820	2.222	37.726	20.372	0.281	21.776
6821	2.207	37.732	20.375	0.29	21.629
6822	2.21	37.739	20.378	0.288	21.658
6823	2.19	37.746	20.381	0.3	21.462
6824	2.166	37.752	20.384	0.314	21.227
6825	2.17	37.759	20.387	0.312	21.266
6826	2.196	37.765	20.39	0.296	21.521
6827	2.19	37.772	20.393	0.3	21.462
6828	2.166	37.778	20.396	0.314	21.227
6829	2.124	37.784	20.398	0.339	20.815
6830	2.132	37.791	20.401	0.334	20.894
6831	2.17	37.797	20.404	0.312	21.266
6832	2.196	37.804	20.407	0.296	21.521
6833	2.226	37.811	20.41	0.279	21.815
6834	2.214	37.817	20.413	0.286	21.697
6835	2.22	37.824	20.416	0.282	21.756
6836	2.231	37.83	20.419	0.276	21.864
6837	2.238	37.837	20.422	0.272	21.932
6838	2.25	37.844	20.425	0.265	22.05
6839	2.23	37.851	20.428	0.276	21.854
6840	2.246	37.857	20.431	0.267	22.011
6841	2.232	37.864	20.434	0.275	21.874
6842	2.232	37.871	20.437	0.275	21.874
6843	2.242	37.877	20.44	0.269	21.972
6844	2.252	37.884	20.443	0.264	22.07
6845	2.258	37.891	20.446	0.26	22.128
6846	2.278	37.898	20.449	0.248	22.324
6847	2.258	37.904	20.452	0.26	22.128
6848	2.228	37.911	20.455	0.278	21.834
6849	2.222	37.918	20.458	0.281	21.776
6850	2.206	37.924	20.461	0.291	21.619
6851	2.154	37.931	20.464	0.321	21.109
6852	2.15	37.937	20.467	0.324	21.07
6853	2.186	37.944	20.47	0.302	21.423
6854	2.182	37.95	20.473	0.305	21.384
6855	2.172	37.957	20.476	0.311	21.286
6856	2.174	37.963	20.479	0.309	21.305
6857	2.182	37.97	20.482	0.305	21.384
6858	2.2	37.976	20.485	0.294	21.56
6859	2.188	37.983	20.488	0.301	21.442
6860	2.202	37.989	20.491	0.293	21.58
6861	2.15	37.996	20.494	0.324	21.07
6862	2.114	38.002	20.497	0.345	20.717
6863	2.146	38.008	20.5	0.326	21.031
6864	2.234	38.015	20.503	0.274	21.893
6865	2.214	38.022	20.506	0.286	21.697
6866	2.206	38.028	20.509	0.291	21.619
6867	2.196	38.035	20.512	0.296	21.521
6868	2.196	38.041	20.515	0.296	21.521
6869	2.2	38.048	20.518	0.294	21.56
6870	2.192	38.055	20.521	0.299	21.482
6871	2.187	38.061	20.524	0.302	21.433
6872	2.18	38.068	20.527	0.306	21.364
6873	2.154	38.074	20.53	0.321	21.109
6874	2.223	38.081	20.533	0.281	21.785
6875	2.238	38.087	20.536	0.272	21.932
6876	2.242	38.094	20.539	0.269	21.972
6877	2.234	38.101	20.542	0.274	21.893
6878	2.214	38.107	20.545	0.286	21.697
6879	2.18	38.114	20.548	0.306	21.364
6880	2.207	38.12	20.551	0.29	21.629
6881	2.191	38.127	20.554	0.299	21.472
6882	2.17	38.133	20.557	0.312	21.266
6883	2.202	38.14	20.56	0.293	21.58
6884	2.22	38.147	20.563	0.282	21.756
6885	2.212	38.153	20.566	0.287	21.678
6886	2.23	38.16	20.569	0.276	21.854
6887	2.218	38.167	20.572	0.284	21.736
6888	2.223	38.173	20.575	0.281	21.785
6889	2.236	38.18	20.578	0.273	21.913
6890	2.206	38.186	20.581	0.291	21.619
6891	2.156	38.193	20.584	0.32	21.129
6892	2.111	38.199	20.587	0.346	20.688
6893	2.05	38.205	20.59	0.382	20.09
6894	2.026	38.211	20.593	0.396	19.855
6895	2.028	38.217	20.596	0.395	19.874
6896	2.076	38.224	20.599	0.367	20.345
6897	2.087	38.23	20.602	0.361	20.453
6898	2.068	38.236	20.605	0.372	20.266
6899	2.018	38.242	20.608	0.401	19.776
6900	2.054	38.248	20.611	0.38	20.129
6901	2.13	38.255	20.614	0.335	20.874
6902	2.086	38.261	20.617	0.361	20.443
6903	2.095	38.267	20.62	0.356	20.531
6904	2.212	38.274	20.623	0.287	21.678
6905	2.214	38.28	20.626	0.286	21.697
6906	2.2	38.287	20.628	0.294	21.56
6907	2.206	38.293	20.631	0.291	21.619
6908	2.234	38.3	20.634	0.274	21.893
6909	2.242	38.307	20.637	0.269	21.972
6910	2.204	38.313	20.64	0.292	21.599
6911	2.164	38.32	20.643	0.315	21.207
6912	2.202	38.326	20.646	0.293	21.58
6913	2.166	38.333	20.649	0.314	21.227
6914	2.186	38.339	20.652	0.302	21.423
6915	2.196	38.346	20.655	0.296	21.521
6916	2.206	38.353	20.658	0.291	21.619
6917	2.19	38.359	20.661	0.3	21.462
6918	2.134	38.365	20.664	0.333	20.913
6919	2.13	38.372	20.667	0.335	20.874
6920	2.154	38.378	20.67	0.321	21.109
6921	2.166	38.385	20.673	0.314	21.227
6922	2.154	38.391	20.676	0.321	21.109
6923	2.108	38.397	20.679	0.348	20.658
